Car & Bike Accessories,http://www.desibaniya.com/image/cache/data/byk%20accc/red-156x156.jpg,"Motorcycle Riding Grips","Motorcycle Riding Grips Product Name-Motorcycle Riding Grips Material -CNC Machined Aluminum + None-Slip Gel Rubber Left (bar side) hole diameter: 7/8" (22mm) Right (throttle side) hole diameter: 1" (25mm) Length-13 Cms Color-red   Weight(Approx )-250 gm Per Set   Content-2 Pcs.Bike Handlebar Grip Cover ..","Rs.299"
Car & Bike Accessories,http://www.desibaniya.com/image/cache/data/orange_head-156x156.jpg,"Orange Head Multy Lock With Steel Cable","DESCRIPTION  ORANGE HEAD MULTI LOCK  WITH STEEL CABLE  WITH UNIQUE KEY FOR BIKE BICYCLEHELMET  SECURE YOUR BIKE/BICYCLE/HELMET ETC WITH STRONGE STEEL CABLE  ITS IN FACT A MULTIPURPOSE LOCK CAN BE USED AT MANY PLACES INCLUDING GATES  BASIC PROTECTION  EXTRA FLEXIBLE STEEL CABLE  HIGH SECURITY KEYED LOCKING MECHANISM ..","Rs.250"
Car & Bike Accessories,http://www.desibaniya.com/image/cache/data/gloves-156x156.jpg,"Pro-Biker Motorcycle Riding Gloves","DESCRIPTION *Brand - Probiker *Full Finger Gloves *Black Color *Heat And Tear Resistant *Added knuckle & finger joint protection lined with riding plastics & rubber & styled with grey lining. *Size : XL *1 Pair in Black Color as shown in Picture ..","Rs.350"
Car & Bike Accessories,http://www.desibaniya.com/image/cache/data/probl_31212_800_2-156x156.jpg,"Probiker Full Finger Bike Gloves","Latest Probiker gloves,full-finger gloves PRO / bike gloves / riding gloves Description:- full-finger gloves PRO / bike gloves / riding gloves,  Color: as shown in Figure Brand New , 100 % Original Product Colors: Blue Full Finger Glove Added Knuckle And Finger joint preotection lined with riding plastics & rubber & styled with grey linin..","Rs.350"
Car & Bike Accessories,http://www.desibaniya.com/image/cache/data/pro_31212_800_2-156x156.jpg,"Probiker Full Finger Gloves","Latest Probiker gloves,full-finger gloves PRO / bike gloves / riding gloves Item Description:- full-finger gloves PRO / bike gloves / riding gloves,  Color: as shown in Figure Brand New , 100 % Original Product Colors: Red Full Finger Glove Added Knuckle And Finger joint preotection lined with riding plastics & rubber & styled..","Rs.350"
Car & Bike Accessories,http://www.desibaniya.com/image/cache/data/probiker%20balaclava%20red%20combo-156x156.jpg,"Red Combo Pro-Biker Gloves + Balaclava","Red Combo Pro-Biker Gloves + Balaclava   *BALACLAVA HEADWEAR *TYPE: 1 HOLE *UNIVERSAL SIZE *EXPORT GRADE COTTON + SPANDEX LYCRA EZ-STRETCH FABRIC *LITE WEIGHT + FULLY BREATHING *KEEPS OUT DIRT/DUST/INSECTS *ABSORBS SWEAT AND MOISTURE *EASY TO WASH *EASY TO CARRY *COLOUR: BLACK ONLY *Brand - Probiker *Full Finger Gloves *Black Color ..","Rs.399"
Car & Bike Accessories,http://www.desibaniya.com/image/cache/data/knee_guard-156x156.jpg,"Red Fox Knee guard Raptor","DESCRIPTION Knee Guard set by FOX Set of 2 Knew guard Size - Adult Red Color as shown in picture. ..","Rs.750"
Car & Bike Accessories,http://www.desibaniya.com/image/cache/data/glupsb_181012_800_2-156x156.jpg,"Riding Gloves Knighthood Biker","DESCRIPTION : *Durable material design. *Full finger gloves *Heat and Tear Resistant. *Water, Dirt and Oil Repellent. *Blue Color *Durable  ..","Rs.279"
Car & Bike Accessories,http://www.desibaniya.com/image/cache/data/black_-156x156.jpg,"Riding Gloves Knighthood Black Color","DESCRIPTION :  * Durable material design.  * Full finger gloves  * Heat and Tear Resistant.  * Water, Dirt and Oil Repellent.  * Black Color ..","Rs.150"
Car & Bike Accessories,http://www.desibaniya.com/image/cache/data/red_-156x156.jpg,"Riding Gloves Knighthood Red Color","DESCRIPTION : *Durable material design. *Full finger gloves *Heat and Tear Resistant. *Water, Dirt and Oil Repellent. *Red Colo ..","Rs.150"
Car & Bike Accessories,http://www.desibaniya.com/image/cache/data/monster-156x156.jpg,"Riding Gloves Monster Black","ITEM DESCRIPTION Brand - Probiker Full Finger Gloves Black Color Heat And Tear Resistant Size : XL 1 Pair in Black Color as shown in Picture ..","Rs.299"
