SKU,Name,Seller,Category,AttributeSet,Res1,Res2,Res3,MoonBoy_MRP,MoonBoy_Price,MoonBoy_Shipping,MoonBoy_Seller,PayTm_MRP,PayTm_Price,PayTm_Shipping,PayTm_Seller,PayTm_Promo,ShopClues_MRP,ShopClues_Price,ShopClues_Shipping,ShopClues_Seller,ShopClues_Promo,Amazon_MRP,Amazon_Price,Amazon_Shipping,Amazon_Seller,Amazon_Promo,Amazon_OfferPrice,Snapdeal_MRP,Snapdeal_Price,Snapdeal_Shipping,Snapdeal_Seller,Snapdeal_Promo,Flipkart_MRP,Flipkart_Price,Flipkart_Shipping,Flipkart_Seller,Flipkart_Promo,Tatacliq_MRP,Tatacliq_Price,Tatacliq_Shipping,Tatacliq_Seller,Tatacliq_Promo,Infibeam_MRP,Infibeam_Price,Infibeam_Shipping,Infibeam_Seller,Infibeam_Promo,Togofogo_MRP,Togofogo_Price,Togofogo_Shipping,Togofogo_Seller,Togofogo_Promo,Pepperfry_MRP,Pepperfry_Price,Pepperfry_Shipping,Pepperfry_Seller,Pepperfry_Promo,Fabfurnish_MRP,Fabfurnish_Price,Fabfurnish_Shipping,Fabledeal_MRP,Fabledeal_Price,Fabledeal_Shipping,Fabledeal_Seller,TrendyBharat_MRP,TrendyBharat_Price,TrendyBharat_Shipping,TrendyBharat_Seller,TrendyBharat_Promo,Limeroad_MRP,Limeroad_Price,Limeroad_Shipping,Limeroad_Seller,Limeroad_Promo,Ebay_MRP,Ebay_Price,Ebay_Shipping,Ebay_Seller
BZCG-650-PD03-8GB1,Ambrane Power Bank P-1333 13000mAh, B.J.Infotech,Cat1,Attr1,,,,"2499","1113","Shipping fee  Rs.  60","B.J.Infotech","Rs 2499","Buy For Rs 1299","NA","B J INFOTECH","PB20: Free Movie Ticket* and FLAT 20% cashback* on shopping order (Max Cashback Rs. 800). Your unique movie ticket promo code will be sent to you via email. COD not applicable.","Rs.2,499","Rs.1,099","Free Shipping","B J INFOTECH","State Bank Debit & Credit Cards :- 5% instant discount upto Rs.1500 T&C","2,499.00","949.00","FREE Delivery","B J INFOTECH(A unit of AIPL)","NA","NA","NA","Rs. 999","NA","B J INFOTECH Kunda_VL-VOI","Get 5% instant discount + 10X rewards using Snapdeal HDFC Bank Credit Card T&C","₹2,499","₹999","NA","BJINFOTECH","Special PriceExtra Rs.200 off on Ambrane Power BanksT&C","₹2499","₹899","NA","Ambrane India Private Limited","OFFER: Special Price OFF","","","FREE Shipping in India","AIPL","IPHONE OFFER - Special corporate offers and additional bank cashback on Apple iPhones *T&C apply
NO COST EMI - No credit Card required. 0% interest on EMI *T&C apply","2,599","1,115","NA","BJ INFOTECH (A Unit of Ambrane India Pvt Ltd)","1 Brand New offers from
1115.00"
BZCG-650-PD03-8GB2,Bohemia crystal Sandra hi ball glass (380ml) set of 6 pcs, Smartserve Houseware Pvt Ltd,Cat2,Attr2,,,,"2299","1839","(Shipping charges free)","Smartserve Houseware Pvt Ltd","Rs 2299","Buy For Rs 1954","NA","SmartServe","Promo code for communication purposes only, no need to apply. Shop for ₹1999 or above & qualify to win a Redmi 3S mobile phone every hour.","Rs.2,299","Rs.1,839","Free Shipping","SMARTSERVE HOUSEWARE","State Bank Debit & Credit Cards :- 5% instant discount upto Rs.1500 T&C","NA","NA","NA","NA","NA","1,839.00",,,,,,,,,,,,,,,,,,,,,,,,,,"Rs.2,299","1839","Free shipping","NA","","Rs. 2,299","2,069","None"
