Url,Title,MRP,Price,FromPrice,Qty,Shipping1,Shipping2,Shipping3,Size1,Size2,Size3,Size4,Size5,Size6,Size7,Size8,Size9,Color1,Color2,Color3,Color4,Color5,Color6,Color7,Seller,Promo,Description,Highlight1,Highlight2,Highlight3,Highlight4,Highlight5,Highlight6,Highlight7,Highlight8,Highlight9,Highlight10,Highlight11,Highlight12,Highlight13,Highlight14,Highlight15,Highlight16,Highlight17,Highlight18,Highlight19,Highlight20,Highlight21,Highlight22,Highlight23,Highlight24,Highlight25,Image0,Image1,Image2,Image3,Image4,Image5,Category1,Category2,Category3,Category4,Category5,
"https://www.flipkart.com/edel-sling-bag/p/itmese4hsfcd7vcp?pid=HMBESE4HHZJZSNVM&srno=s_1_1&otracker=search&lid=LSTHMBESE4HHZJZSNVMHZYXFV&iid=8e94ee1e-bfb7-4c57-90f8-71408c782008.HMBESE4HHZJZSNVM.SEARCH&qH=1038def6221874fb","Edel Sling Bag  (Orange)","₹999","₹299","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","","For Girls","Material: Leatherette","Casual, Evening/Party, Travel, Festive Bag","Casual, Evening/Party, Travel, Festive Bag","Width x Height : 5 cm x 23 cm","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","https://rukminim1.flixcart.com/image/704/704/j16qm4w0/sling-bag/p/m/f/bottom-bottom-orange-i-sling-bag-modo-caldo-original-imaes6hbpu35afky.jpeg?q=70","https://rukminim1.flixcart.com/image/720/720/j16qm4w0/sling-bag/p/m/f/bottom-bottom-orange-i-sling-bag-modo-caldo-original-imaes6hbpu35afky.jpeg","https://rukminim1.flixcart.com/image/720/720/j16qm4w0/sling-bag/p/m/f/bottom-bottom-orange-i-sling-bag-modo-caldo-original-imaes6hcbdu5fned.jpeg","https://rukminim1.flixcart.com/image/720/720/j16qm4w0/sling-bag/p/m/f/bottom-bottom-orange-i-sling-bag-modo-caldo-original-imaes6hcgeavkszy.jpeg","https://rukminim1.flixcart.com/image/720/720/j16qm4w0/sling-bag/p/m/f/bottom-bottom-orange-i-sling-bag-modo-caldo-original-imaes6hfyzrrpggw.jpeg","https://rukminim1.flixcart.com/image/720/720/j16qm4w0/sling-bag/p/m/f/bottom-bottom-orange-i-sling-bag-modo-caldo-original-imaes6hfy9jmdzgj.jpeg","Bags, Wallets & Belts","Edel Bags, Wallets & Belts","Edel Sling Bag (Orange)","NotFound","NotFound",
"https://www.flipkart.com/edel-sling-bag/p/itmefd6ygw4ejrt4?pid=HMBEFD6YWBEUQHJS&srno=s_1_2&otracker=search&lid=LSTHMBEFD6YWBEUQHJSEXPTQI&iid=40b4b164-7e8a-48a2-bd8c-bfb5e3562ded.HMBEFD6YWBEUQHJS.SEARCH&qH=1038def6221874fb","Edel Sling Bag  (Black)","₹1,499","₹749","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","EDELFASHIONS","Bank OfferExtra 5% off* on Axis Bank Buzz Credit CardsT&C","This black Cutwork sling is best for party or your day out with friends. It has cut work design done one upper sheet which gives it a symbol of status and elegance. A very light weight yet very spacious, is a classic and versatile handbag,a perfect accessory for any outfit, spacious and economically priced at the same time made from Quality faux leather , will bring the best charm to your outfit.","For Women","Material: Artificial Leather","Evening/Party Bag","Evening/Party Bag","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","https://rukminim1.flixcart.com/image/704/704/hand-messenger-bag/h/j/s/1705-edel-sling-bag-edel-black-party-sling-original-imaefcx4nrud745g.jpeg?q=70","https://rukminim1.flixcart.com/image/720/720/hand-messenger-bag/h/j/s/1705-edel-sling-bag-edel-black-party-sling-original-imaefcx4nrud745g.jpeg","https://rukminim1.flixcart.com/image/720/720/hand-messenger-bag/u/9/m/cutwork-edel-sling-bag-cutwork-original-imaefcx4kmhm7q7h.jpeg","https://rukminim1.flixcart.com/image/720/720/hand-messenger-bag/u/9/m/cutwork-edel-sling-bag-cutwork-original-imaefcx5us7adzhe.jpeg","https://rukminim1.flixcart.com/image/720/720/hand-messenger-bag/u/9/m/cutwork-cutwork-sling-bag-edel-original-imaefcx6rf7ge7bg.jpeg","https://rukminim1.flixcart.com/image/720/720/hand-messenger-bag/u/9/m/cutwork-edel-sling-bag-cutwork-original-imaefcx7tdvbhufv.jpeg","Bags, Wallets & Belts","Handbags & Clutches","Sling Bags","Edel Sling Bags","Edel Sling Bag (Black)",
"https://www.flipkart.com/edel-sling-bag/p/itmes7hxytg7gzyd?pid=HMBES7HXFG76ZZWV&srno=s_1_3&otracker=search&lid=LSTHMBES7HXFG76ZZWVUM291R&iid=e8c9a247-50f6-4e3e-9869-d9d42097078d.HMBES7HXFG76ZZWV.SEARCH&qH=1038def6221874fb","Edel Sling Bag  (Pink)","₹1,299","₹325","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","MADASH","Bank OfferExtra 5% off* on Axis Bank Buzz Credit CardsT&C","NotFound","For Girls","Material: Leatherette","Casual, Evening/Party, Travel, Festive Bag","Casual, Evening/Party, Travel, Festive Bag","Width x Height : 7 cm x 17 cm","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","https://rukminim1.flixcart.com/image/704/704/j1861zk0/hand-messenger-bag/u/v/2/peacock-multicolor-i-31-peacock-sling-bag-modo-caldo-original-imaes6kwbdepkjfm.jpeg?q=70","https://rukminim1.flixcart.com/image/720/720/j1861zk0/hand-messenger-bag/u/v/2/peacock-multicolor-i-31-peacock-sling-bag-modo-caldo-original-imaes6kwbdepkjfm.jpeg","https://rukminim1.flixcart.com/image/720/720/j1861zk0/hand-messenger-bag/u/v/2/peacock-multicolor-i-31-peacock-sling-bag-modo-caldo-original-imaes6kxgtskesgp.jpeg","https://rukminim1.flixcart.com/image/720/720/j1861zk0/hand-messenger-bag/u/v/2/peacock-multicolor-i-31-peacock-sling-bag-modo-caldo-original-imaes6kyazvkghq5.jpeg","https://rukminim1.flixcart.com/image/720/720/j1861zk0/hand-messenger-bag/u/v/2/peacock-multicolor-i-31-peacock-sling-bag-modo-caldo-original-imaes6kyyyzb2gmx.jpeg","https://rukminim1.flixcart.com/image/720/720/j1861zk0/hand-messenger-bag/u/v/2/peacock-multicolor-i-31-peacock-sling-bag-modo-caldo-original-imaes6kzwhhsrzsy.jpeg","Bags, Wallets & Belts","Edel Bags, Wallets & Belts","Edel Sling Bag (Pink)","NotFound","NotFound",
"https://www.flipkart.com/edel-sling-bag/p/itmes7hx6ycffbee?pid=HMBES7HZ2EW5GVZS&srno=s_1_4&otracker=search&lid=LSTHMBES7HZ2EW5GVZSENYWFA&iid=3b397c71-608e-45c1-a5a3-c989f680023d.HMBES7HZ2EW5GVZS.SEARCH&qH=1038def6221874fb","Edel Sling Bag  (Beige)","₹1,299","₹329","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","MADASH","Bank OfferExtra 5% off* on Axis Bank Buzz Credit CardsT&C","NotFound","For Girls","Material: Leatherette","Casual, Formal, Festive, Travel Bag","Casual, Formal, Festive, Travel Bag","Width x Height : 7 cm x 17 cm","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","https://rukminim1.flixcart.com/image/704/704/j16qm4w0/sling-bag/2/3/v/peacock-peacock-beige-i-sling-bag-modo-caldo-original-imaes6h5cjhseg4r.jpeg?q=70","https://rukminim1.flixcart.com/image/720/720/j16qm4w0/sling-bag/2/3/v/peacock-peacock-beige-i-sling-bag-modo-caldo-original-imaes6h5cjhseg4r.jpeg","https://rukminim1.flixcart.com/image/720/720/j16qm4w0/sling-bag/2/3/v/peacock-peacock-beige-i-sling-bag-modo-caldo-original-imaes6h6dbefxw96.jpeg","https://rukminim1.flixcart.com/image/720/720/j16qm4w0/sling-bag/2/3/v/peacock-peacock-beige-i-sling-bag-modo-caldo-original-imaes6h6b6mb5hhp.jpeg","https://rukminim1.flixcart.com/image/720/720/j16qm4w0/sling-bag/2/3/v/peacock-peacock-beige-i-sling-bag-modo-caldo-original-imaes6h7cfkvuxg8.jpeg","https://rukminim1.flixcart.com/image/720/720/j16qm4w0/sling-bag/2/3/v/peacock-peacock-beige-i-sling-bag-modo-caldo-original-imaes6h75fqpdffg.jpeg","Bags, Wallets & Belts","Edel Bags, Wallets & Belts","Edel Sling Bag (Beige)","NotFound","NotFound",
"https://www.flipkart.com/edel-sling-bag/p/itmes7g4vmzagfem?pid=HMBES7G4GHWV3DVH&srno=s_1_5&otracker=search&lid=LSTHMBES7G4GHWV3DVH0OGLLQ&iid=c153c17e-9fc0-41d3-a98f-681630e0fcca.HMBES7G4GHWV3DVH.SEARCH&qH=1038def6221874fb","Edel Sling Bag  (Black)","₹1,299","₹329","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","MADASH","Bank OfferExtra 5% off* on Axis Bank Buzz Credit CardsT&C","NotFound","For Women","Material: Leatherette","Casual, Formal, Festive, Travel Bag","Casual, Formal, Festive, Travel Bag","Width x Height : 7 cm x 17 cm","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","https://rukminim1.flixcart.com/image/704/704/j16qm4w0/sling-bag/g/4/7/peacock-peacock-black-i-sling-bag-modo-caldo-original-imaes6ktr5fyykgb.jpeg?q=70","https://rukminim1.flixcart.com/image/720/720/j16qm4w0/sling-bag/g/4/7/peacock-peacock-black-i-sling-bag-modo-caldo-original-imaes6ktr5fyykgb.jpeg","https://rukminim1.flixcart.com/image/720/720/j16qm4w0/sling-bag/g/4/7/peacock-peacock-black-i-sling-bag-modo-caldo-original-imaes6ktjntx3hnv.jpeg","https://rukminim1.flixcart.com/image/720/720/j16qm4w0/sling-bag/g/4/7/peacock-peacock-black-i-sling-bag-modo-caldo-original-imaes6kuhdwunf23.jpeg","https://rukminim1.flixcart.com/image/720/720/j16qm4w0/sling-bag/g/4/7/peacock-peacock-black-i-sling-bag-modo-caldo-original-imaes6kupc5t86kg.jpeg","https://rukminim1.flixcart.com/image/720/720/j0y5z0w0/hand-messenger-bag/d/v/h/peacock-black-peacock-black-sling-bag-edel-original-imaeshrmcggthum6.jpeg","Bags, Wallets & Belts","Handbags & Clutches","Sling Bags","Edel Sling Bags","Edel Sling Bag (Black)",
"https://www.flipkart.com/edel-satchel/p/itmepbdrenuuzz27?pid=HMBEPBDRVNKHAYMN&srno=s_1_6&otracker=search&lid=LSTHMBEPBDRVNKHAYMNUGHVGV&iid=f09d0e02-65fc-4f51-96a5-c5686f7b8003.HMBEPBDRVNKHAYMN.SEARCH&qH=1038def6221874fb","Edel Satchel  (Black)","₹3,499","₹999","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","EDELFASHIONS","Bank OfferExtra 5% off* on Axis Bank Buzz Credit CardsT&C","Crafted from durable finest quality faux-leather, it showcases a structured silhouette with wing detail and features a top zip fastening that opens to reveal a spacious, twill lined interior with a zip pocket and slip pockets within. Complete with two rolled top handle and an adjustable shoulder strap that makes it easy to carry along.","For Girls","Material: Leatherette","Evening/Party, Casual, Travel, Formal, Festive Bag","Evening/Party, Casual, Travel, Formal, Festive Bag","Width x Height : 21 cm x 10 cm","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","https://rukminim1.flixcart.com/image/704/704/hand-messenger-bag/y/m/n/frontpckt-black-edel-satchel-frontpckt-black-original-imaepb6znvchggu8.jpeg?q=70","https://rukminim1.flixcart.com/image/720/720/hand-messenger-bag/y/m/n/frontpckt-black-edel-satchel-frontpckt-black-original-imaepb6znvchggu8.jpeg","https://rukminim1.flixcart.com/image/720/720/hand-messenger-bag/a/9/f/frontpckt-black1787-frontpckt-black1787-shoulder-bag-leinwand-original-imaepy525k7tmt7f.jpeg","https://rukminim1.flixcart.com/image/720/720/hand-messenger-bag/a/9/f/frontpckt-black1787-frontpckt-black1787-shoulder-bag-leinwand-original-imaepy52nztmha9x.jpeg","https://rukminim1.flixcart.com/image/720/720/hand-messenger-bag/a/9/f/frontpckt-black1787-frontpckt-black1787-shoulder-bag-leinwand-original-imaepy53szjgxuzh.jpeg","https://rukminim1.flixcart.com/image/720/720/hand-messenger-bag/a/9/f/frontpckt-black1787-frontpckt-black1787-shoulder-bag-leinwand-original-imaepy53qzgavye9.jpeg","Bags, Wallets & Belts","Edel Bags, Wallets & Belts","Edel Satchel (Black)","NotFound","NotFound",
"https://www.flipkart.com/edel-sling-bag/p/itmepjfc6u5kjucx?pid=HMBEPJFC3ZEYZC6W&srno=s_1_7&otracker=search&lid=LSTHMBEPJFC3ZEYZC6WP2BF96&iid=59b12325-7c71-4498-8788-6d7b3c8a25b4.HMBEPJFC3ZEYZC6W.SEARCH&qH=1038def6221874fb","Edel Sling Bag  (Green)","₹3,499","₹899","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","EDELFASHIONS","Bank OfferExtra 5% off* on Axis Bank Buzz Credit CardsT&C","NotFound","For Girls","Material: Leatherette","Evening/Party, Casual, Formal, Festive Bag","Evening/Party, Casual, Formal, Festive Bag","Width x Height : 9 cm x 15 cm","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","https://rukminim1.flixcart.com/image/704/704/sling-bag/p/j/y/slg-a-green-ejebo-sling-bag-slg-a20-original-imaepfzzxtvsvhqq.jpeg?q=70","https://rukminim1.flixcart.com/image/720/720/sling-bag/p/j/y/slg-a-green-ejebo-sling-bag-slg-a20-original-imaepfzzxtvsvhqq.jpeg","https://rukminim1.flixcart.com/image/720/720/sling-bag/p/j/y/slg-a-green-ejebo-sling-bag-slg-a20-original-imaepfpyv2tjgq6j.jpeg","https://rukminim1.flixcart.com/image/720/720/sling-bag/p/j/y/slg-a-green-ejebo-sling-bag-slg-a20-original-imaepfpcquud4mjn.jpeg","https://rukminim1.flixcart.com/image/720/720/sling-bag/p/j/y/slg-a-green-ejebo-sling-bag-slg-a20-original-imaepfpdfeq4zh78.jpeg","https://rukminim1.flixcart.com/image/720/720/sling-bag/p/j/y/slg-a-green-ejebo-sling-bag-slg-a20-original-imaepfpfgrrqwyu3.jpeg","Bags, Wallets & Belts","Edel Bags, Wallets & Belts","Edel Sling Bag (Green)","NotFound","NotFound",
"https://www.flipkart.com/edel-satchel/p/itmepd8gqfzxs8ze?pid=HMBEPD8G72RFBC9C&srno=s_1_8&otracker=search&lid=LSTHMBEPD8G72RFBC9CARSE8M&iid=49bec88a-0c03-43f7-9841-0045881d7be9.HMBEPD8G72RFBC9C.SEARCH&qH=1038def6221874fb","Edel Satchel  (Yellow)","₹3,499","₹999","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","EDELFASHIONS","Bank OfferExtra 5% off* on Axis Bank Buzz Credit CardsT&C","A perfect satchel bag that is created for women who love spacious yet head-turning handbags. While this spacious bag allows you to accommodate daily essentials in a convenient manner, the synthetic leather material promises of its durability. Comes along with a long sling belt which makes it easy to carry along.","For Girls","Material: Leatherette","Casual, Travel, Evening/Party, Festive, Formal Bag","Casual, Travel, Evening/Party, Festive, Formal Bag","Width x Height : 11 cm x 20 cm","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","https://rukminim1.flixcart.com/image/704/704/j1jlksw0/sling-bag/k/p/h/aaradhya-women-s-yellow-bag-aclsb26a-sling-bag-aaradhya-original-imaepy6uehmvj9zb.jpeg?q=70","https://rukminim1.flixcart.com/image/720/720/j1jlksw0/sling-bag/k/p/h/aaradhya-women-s-yellow-bag-aclsb26a-sling-bag-aaradhya-original-imaepy6uehmvj9zb.jpeg","https://rukminim1.flixcart.com/image/720/720/j1jlksw0/sling-bag/k/p/h/aaradhya-women-s-yellow-bag-aclsb26a-sling-bag-aaradhya-original-imaepy6ugpzzagwh.jpeg","https://rukminim1.flixcart.com/image/720/720/j1jlksw0/sling-bag/k/p/h/aaradhya-women-s-yellow-bag-aclsb26a-sling-bag-aaradhya-original-imaepy6vwdup6y5a.jpeg","https://rukminim1.flixcart.com/image/720/720/j1jlksw0/sling-bag/k/p/h/aaradhya-women-s-yellow-bag-aclsb26a-sling-bag-aaradhya-original-imaepy6wmgaghvr3.jpeg","https://rukminim1.flixcart.com/image/720/720/hand-messenger-bag/e/h/8/ysling-yellow78977-ysling-yellow78977-satchel-leinwand-original-imaepy6w2aznhkba.jpeg","Bags, Wallets & Belts","Edel Bags, Wallets & Belts","Edel Satchel (Yellow)","NotFound","NotFound",
"https://www.flipkart.com/edel-satchel/p/itmepfpksbemykyy?pid=HMBEPFPKJEUSQDP5&srno=s_1_9&otracker=search&lid=LSTHMBEPFPKJEUSQDP57PEKRV&iid=d5fdfbb0-835a-4e56-8b86-602b7214a3c2.HMBEPFPKJEUSQDP5.SEARCH&qH=1038def6221874fb","Edel Satchel  (Yellow)","₹3,499","₹1,329","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","TRENDSKY","Special PriceExtra 5 % on select itemsT&C","Make a distinct style statement by carrying this stud satchel.  perfect accessory for any outfit, spacious and economically priced at the same time made from Quality faux leather , will bring the best charm to your outfit. It comes along with a long adjustable sling belt which makes it easy to carry. A perfect companion for your every outing.","For Girls","Material: Artificial Leather","Casual, Evening/Party, Formal, Festive Bag","Casual, Evening/Party, Formal, Festive Bag","Width x Height : 20 cm x 10 cm","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","https://rukminim1.flixcart.com/image/704/704/hand-messenger-bag/d/p/5/stud-yellow7-edel-satchel-stud-yellow7-original-imaepf96hxhfxh3s.jpeg?q=70","https://rukminim1.flixcart.com/image/720/720/hand-messenger-bag/d/p/5/stud-yellow7-edel-satchel-stud-yellow7-original-imaepf96hxhfxh3s.jpeg","https://rukminim1.flixcart.com/image/720/720/sling-bag/e/w/8/slg-g-yellow-ejebo-satchel-slg-g31-original-imaepy4scwx84deh.jpeg","https://rukminim1.flixcart.com/image/720/720/sling-bag/e/w/8/slg-g-yellow-ejebo-satchel-slg-g31-original-imaepy4tevkt3fqf.jpeg","https://rukminim1.flixcart.com/image/720/720/sling-bag/a/a/v/slg-g31-slg-g-yellow-satchel-crawler-original-imaepy4tn6dpyyyd.jpeg","https://rukminim1.flixcart.com/image/720/720/sling-bag/e/w/8/slg-g-yellow-ejebo-satchel-slg-g31-original-imaepy4umwsh8y4g.jpeg","Bags, Wallets & Belts","Edel Bags, Wallets & Belts","Edel Satchel (Yellow)","NotFound","NotFound",
"https://www.flipkart.com/edel-sling-bag/p/itmemsam3kpqj6eu?pid=HMBEMSAHPYGY6TMF&srno=s_1_10&otracker=search&lid=LSTHMBEMSAHPYGY6TMFCTDJB1&iid=89ebdefe-1537-41ea-b22a-f0c6a9e3d054.HMBEMSAHPYGY6TMF.SEARCH&qH=1038def6221874fb","Edel Sling Bag  (Red, White, Multicolor)","₹3,499","₹999","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","EDELFASHIONS","Bank OfferExtra 5% off* on Axis Bank Buzz Credit CardsT&C","NotFound","For Girls","Material: PU","Evening/Party, Travel, Casual, Formal, Sports, Festive Bag","Evening/Party, Travel, Casual, Formal, Sports, Festive Bag","Width x Height : 10 inch x 12 inch","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","https://rukminim1.flixcart.com/image/704/704/hand-messenger-bag/t/m/f/red-white-side-sling-edel-sling-bag-red-white-side-sling-original-imaems6p3qbbkhys.jpeg?q=70","https://rukminim1.flixcart.com/image/720/720/hand-messenger-bag/t/m/f/red-white-side-sling-edel-sling-bag-red-white-side-sling-original-imaems6p3qbbkhys.jpeg","https://rukminim1.flixcart.com/image/720/720/hand-messenger-bag/t/m/f/red-white-side-sling-edel-sling-bag-red-white-side-sling-original-imaeprty8hwrzbhf.jpeg","https://rukminim1.flixcart.com/image/720/720/hand-messenger-bag/t/m/f/red-white-side-sling-edel-sling-bag-red-white-side-sling-original-imaeprufp3wm8evp.jpeg","https://rukminim1.flixcart.com/image/720/720/hand-messenger-bag/t/m/f/red-white-side-sling-edel-sling-bag-red-white-side-sling-original-imaeprufsjgmfhhh.jpeg","NotFound","Bags, Wallets & Belts","Edel Bags, Wallets & Belts","Edel Sling Bag (Red, White, Multicolor)","NotFound","NotFound",
"https://www.flipkart.com/edel-sling-bag/p/itmeksbgusymfdqq?pid=HMBEKSBGND5GR322&srno=s_1_11&otracker=search&lid=LSTHMBEKSBGND5GR3229LUTJI&iid=c0dbb3a0-4bf4-41d0-8b1c-885ab0be6803.HMBEKSBGND5GR322.SEARCH&qH=1038def6221874fb","Edel Sling Bag  (Multicolor, Blue)","₹1,499","₹749","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","EDELFASHIONS","Bank OfferExtra 5% off* on Axis Bank Buzz Credit CardsT&C","This Black Cutwork sling is best for party or your day out with friends. It has cut work design done one upper sheet which gives it a symbol of status and elegance. A very light weight yet very spacious, is a classic and versatile handbag,a perfect accessory for any outfit, spacious and economically priced at the same time made from Quality faux leather , will bring the best charm to your outfit.","For Girls","Material: Leatherette","Evening/Party, Casual, Formal, Festive Bag","Evening/Party, Casual, Formal, Festive Bag","Width x Height : 2 inch x 8 inch","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","https://rukminim1.flixcart.com/image/704/704/hand-messenger-bag/3/2/2/turquoise-edel-sling-bag-turquoise-original-imaekrw4yhua3ygv.jpeg?q=70","https://rukminim1.flixcart.com/image/720/720/hand-messenger-bag/3/2/2/turquoise-edel-sling-bag-turquoise-original-imaekrw4yhua3ygv.jpeg","https://rukminim1.flixcart.com/image/720/720/hand-messenger-bag/3/2/2/turquoise-edel-sling-bag-turquoise-original-imaekrw6q3gzygny.jpeg","https://rukminim1.flixcart.com/image/720/720/hand-messenger-bag/3/2/2/turquoise-edel-sling-bag-turquoise-original-imaekrw6hwjn74uk.jpeg","https://rukminim1.flixcart.com/image/720/720/hand-messenger-bag/3/2/2/turquoise-edel-sling-bag-turquoise-original-imaekrw7qvhvghnh.jpeg","https://rukminim1.flixcart.com/image/720/720/hand-messenger-bag/3/2/2/turquoise-edel-sling-bag-turquoise-original-imaekrw7cyphbrvc.jpeg","Bags, Wallets & Belts","Edel Bags, Wallets & Belts","Edel Sling Bag (Multicolor, Blue)","NotFound","NotFound",
"https://www.flipkart.com/edel-satchel/p/itmepbdrdhy8cjug?pid=HMBEPBDRQQUN6HCD&srno=s_1_12&otracker=search&lid=LSTHMBEPBDRQQUN6HCDBG3YL6&iid=f201bcdf-6bb4-4cdf-8788-85e6968959e4.HMBEPBDRQQUN6HCD.SEARCH&qH=1038def6221874fb","Edel Satchel  (Black)","₹3,499","₹1,199","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","EDELFASHIONS","Bank OfferExtra 5% off* on Axis Bank Buzz Credit CardsT&C","This handbag from house of Edel will give you the feel of complete luxury looks, which gives smooth touch of a synthetic leather handbag. The soft, smooth feel of this synthetic leather handbag will delight your senses and ensure you feel cosseted and indulged. This bag is spacious as well as trendy at same time. The bag is spacious to keep all your things very well organized. A must recommended for your collection","For Girls","Material: Leatherette","Casual, Formal, Sports, Travel, Festive Bag","Casual, Formal, Sports, Travel, Festive Bag","Width x Height : 20 cm x 10 cm","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","NotFound","https://rukminim1.flixcart.com/image/704/704/hand-messenger-bag/h/c/d/fronlock-black-edel-satchel-fronlock-black-original-imaepy3jmvrhgza2.jpeg?q=70","https://rukminim1.flixcart.com/image/720/720/hand-messenger-bag/h/c/d/fronlock-black-edel-satchel-fronlock-black-original-imaepy3jmvrhgza2.jpeg","https://rukminim1.flixcart.com/image/720/720/sling-bag/g/e/w/slg-h-black-ejebo-sling-bag-slg-h52-original-imaepy3kszteqw9h.jpeg","https://rukminim1.flixcart.com/image/720/720/sling-bag/g/e/w/slg-h-black-ejebo-sling-bag-slg-h52-original-imaepy3k7zjyhvna.jpeg","https://rukminim1.flixcart.com/image/720/720/sling-bag/g/e/w/slg-h-black-ejebo-sling-bag-slg-h52-original-imaepy3kzts9tyar.jpeg","https://rukminim1.flixcart.com/image/720/720/sling-bag/g/e/w/slg-h-black-ejebo-sling-bag-slg-h52-original-imaepy3hnd8e9qqh.jpeg","Bags, Wallets & Belts","Edel Bags, Wallets & Belts","Edel Satchel (Black)","NotFound","NotFound",
