Url,Title,MRP,Price,Shipping,Seller,Promo,Description,Highlight1,Highlight2,Highlight3,Highlight4,Highlight5,Image1,Image2,Image3,Image4,Image5,Category1,Category2,Category3,Category4,Category5,
"http://www.shopclues.com/rosella-womens-cold-shoulder-mustard-top-product-114243919.html","Rosella Mustard Plain Boat Neck Crop Tops For Women","","","Shipping: Rs. 50","SHIVALAYA CREATIONS","10% SuperCash on Mobikwik | Max Cashback Rs.200 T&C","","Ideal For : Women","Ideal For : Girl","Occasion : Party","More Specification","NA","http://cdn.shopclues.com/images/detailed/63019/R2059MAR2017_1489950159.jpg","http://cdn.shopclues.com/images/detailed/63019/R2059MAR20172_1489950178.jpg","http://cdn.shopclues.com/images/detailed/63019/R2059MAR20175_1489950174.jpg","http://cdn.shopclues.com/images/detailed/63019/R2059MAR20174_1489950169.jpg","http://cdn.shopclues.com/images/detailed/63019/R2059MAR20173_1489950165.jpg","Fashion","Women's Clothing","Western Wear","Tops,Tees,Tunics&Shirts","NA",
"http://www.shopclues.com/royal-blue-long-monika-dress-with-cape-sleeve-r2075jan2017-p-116410999.html","Rosella Blue Plain Fit & Flare Dress For Women","","","Shipping: Rs. 40","SHIVALAYA CREATIONS","10% SuperCash on Mobikwik | Max Cashback Rs.200 T&C","","Ideal For : Women","Ideal For : Girl","Occasion : Party","More Specification","NA","NA","NA","NA","NA","NA","Fashion","Women's Clothing","Western Wear","Dresses","NA",
"http://www.shopclues.com/athea-cyan-long-maxi-dress-monika.html","Rosella Turquoise Plain Maxi Dress For Women","","","Shipping: Rs. 40","SHIVALAYA CREATIONS","10% SuperCash on Mobikwik | Max Cashback Rs.200 T&C","","Ideal For : Women","Ideal For : Girl","Occasion : Casual","More Specification","NA","http://cdn.shopclues.com/images/detailed/55321/JAN20173_1486458288.jpg","http://cdn.shopclues.com/images/detailed/55321/JAN2017_1486458294.jpg","NA","NA","NA","Fashion","Women's Clothing","Western Wear","Dresses","NA",
"http://www.shopclues.com/rosella-black-cotton-cold-shoulder-top-for-women-119712783.html","Rosella Black Cotton Cold Shoulder Top for Women","","","Shipping: Rs. 40","SHIVALAYA CREATIONS","10% SuperCash on Mobikwik | Max Cashback Rs.200 T&C","","Ideal For : Women","Ideal For : Girl","Occasion : Casual","More Specification","NA","http://cdn.shopclues.com/images/detailed/72060/119712783_f6309ffec22780d698fcc855394c5930Copy_1495423219.jpg","http://cdn.shopclues.com/images/detailed/72060/119712783_f6309ffec22780d698fcc855394c5930_1495423221.jpg","NA","NA","NA","Fashion","Women's Clothing","Western Wear","Tops,Tees,Tunics&Shirts","NA",
"http://www.shopclues.com/rosella-womens-cold-shoulder-mustard-top-p-116403084.html","Rosella Mustard Plain Round Neck Crop Tops for Women","NA","","Shipping: Rs. 40","SHIVALAYA CREATIONS","10% SuperCash on Mobikwik | Max Cashback Rs.200 T&C","","Ideal For : Women","Ideal For : Girl","Occasion : Casual","More Specification","NA","http://cdn.shopclues.com/images/detailed/67596/R2059MAR2017_1491821003.jpg","http://cdn.shopclues.com/images/detailed/67597/R2059MAR20173_1491821838.jpg","http://cdn.shopclues.com/images/detailed/67597/R2059MAR20175_1491821830.jpg","http://cdn.shopclues.com/images/detailed/67596/R2059MAR20174_1491821692.jpg","http://cdn.shopclues.com/images/detailed/67596/R2059MAR20172_1491821203.jpg","Fashion","Women's Clothing","Western Wear","Tops,Tees,Tunics&Shirts","NA",
"http://www.shopclues.com/rosella-black-and-white-polka-dotted-draping-long-dress-p-116275146.html","Rosella Black & White Dotted Fit & Flare Dress For Women","","","Shipping: Rs. 40","SHIVALAYA CREATIONS","10% SuperCash on Mobikwik | Max Cashback Rs.200 T&C","","Ideal For : Women","Ideal For : Girl","Occasion : Party","More Specification","NA","http://cdn.shopclues.com/images/detailed/67428/R2055MAR2017_1491381664.jpg","http://cdn.shopclues.com/images/detailed/67428/R2055MAR20173_1491381676.jpg","http://cdn.shopclues.com/images/detailed/67428/R2055MAR20172_1491381672.jpg","http://cdn.shopclues.com/images/detailed/67428/R2055MAR20174_1491381668.jpg","NA","Fashion","Women's Clothing","Western Wear","Dresses","NA",
"http://www.shopclues.com/rosella-nevy-blue-long-skirt.html","Rosella Blue Plain Flared Skirt For Women","","","Shipping: Rs. 30","SHIVALAYA CREATIONS","10% SuperCash on Mobikwik | Max Cashback Rs.200 T&C","","Ideal For : Women","Ideal For : Girl","Occasion : Casual","More Specification","NA","http://cdn.shopclues.com/images/detailed/60483/Rosella20002Fab2017_1488614866.jpg","http://cdn.shopclues.com/images/detailed/60483/Rosella20002Fab20172_1488614870.jpg","NA","NA","NA","Fashion","Women's Clothing","Western Wear","Skirts","NA",
"http://www.shopclues.com/rosella-cyan-long-maxi-dress-1108jan2017-monika-118241721.html","","","","","","","","","","","","NA","http://cdn.shopclues.com/images/detailed/69653/Rosella220132_1493290708.jpg","http://cdn.shopclues.com/images/detailed/69653/Rosella22013_1493290723.jpg","http://cdn.shopclues.com/images/detailed/69653/Rosella220134_1493290718.jpg","http://cdn.shopclues.com/images/detailed/69653/Rosella220133_1493290713.jpg","NA","","","","","NA",
"http://www.shopclues.com/rosella-black-and-white-strip-t-shirt-118242155.html","Rosella Black and White Strip T-Shirt","","","NA","SHIVALAYA CREATIONS","10% SuperCash on Mobikwik | Max Cashback Rs.200 T&C","","Ideal For : Men","Ideal For : Girl","Occasion : Casual","More Specification","NA","http://cdn.shopclues.com/images/detailed/69654/SNC101TOP_1493291387.jpg","http://cdn.shopclues.com/images/detailed/69654/SNC101TOP4_1493291404.jpg","http://cdn.shopclues.com/images/detailed/69654/SNC101TOP3_1493291398.jpg","http://cdn.shopclues.com/images/detailed/69654/SNC101TOP2_1493291392.jpg","NA","Fashion","Women's Clothing","Western Wear","Tops,Tees,Tunics&Shirts","NA",
"http://www.shopclues.com/rosella-mustard-cold-shoulder-crop-tops-for-women-119780440.html","Rosella Mustard Cold Shoulder Crop Tops For Women","","","Shipping: Rs. 40","SHIVALAYA CREATIONS","10% SuperCash on Mobikwik | Max Cashback Rs.200 T&C","","Ideal For : Women","Ideal For : Girl","Occasion : Casual","More Specification","NA","http://cdn.shopclues.com/images/detailed/72130/119780440_R2059MAR20173_1495521263.jpg","http://cdn.shopclues.com/images/detailed/72130/119780440_R2059MAR20172_1495521280.jpg","http://cdn.shopclues.com/images/detailed/72130/119780440_R2059MAR2017_1495521276.jpg","http://cdn.shopclues.com/images/detailed/72130/119780440_R2059MAR20175_1495521271.jpg","http://cdn.shopclues.com/images/detailed/72130/119780440_R2059MAR20174_1495521267.jpg","Fashion","Women's Clothing","Western Wear","Tops,Tees,Tunics&Shirts","NA",
