Url,Title,MRP,Price,Shipping,Seller,Promo,Description,Highlight1,Highlight2,Highlight3,Highlight4,Highlight5,Image1,Image2,Image3,Image4,Image5,Category1,Category2,Category3,Category4,Category5,
"https://paytmmall.com/lenovo-g50-80-laptop-80e503gbih-core-i3-5th-gen-1-tb-4-gb-39-62-cm-15-6-dos-black-CMPLXLAPLENOVO-G50-8C-S-21383168D44E7-pdp?src=grid&tracker=curated%7C%7Clenovo%20laptop%7CCategory%20Grid%7C%2Fg%2Felectronics-store%2Flt%7C108996%7C1%7C","Lenovo G50-80 (80E503GBIH) (Core i3 -5th Gen/4 GB RAM/ 1 TB HDD/ 39.62 cm (15.6)/DOS) (Black)","Rs 35000","Buy for Rs 28800","NA","ITDEAL1414","LAPTOP3500 :- Flat Rs 3500 cashback* on shopping order (Max cashback Rs. 3500) and additional First Movie ticket Free* . Your unique movie ticket promo code will be sent to you via email. COD not applicable.","NA","Processor: Core i3 -5th Gen","RAM: 4 GB RAM","OS: DOS","HDD: 1 TB HDD","Graphics: Integrated","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-G50-8ITDE20915581112B3/0x1920/70/0.jpeg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-G50-8ITDE20915581112B3/0x1920/70/2.jpeg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-G50-8ITDE20915581112B3/0x1920/70/2.jpeg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-G50-8ITDE20915581112B3/0x1920/70/3.jpeg?imwidth=64&impolicy=hq","NA","Electronics","Laptop & Computers","Laptops","NA","NA",
"https://paytmmall.com/lenovo-ideapad-310-15isk-80sm01euih-core-i3-6th-gen-4-gb-ddr3-1-tb-39-62-cm-15-6-intel-hd-graphics-silver-CMPLXLAPLENOVO-IDEAPDUMM20256CDA35B81-pdp?src=grid&tracker=curated%7C%7Clenovo%20laptop%7CCategory%20Grid%7C%2Fg%2Felectronics-store%2Flt%7C108996%7C2%7C","Lenovo Ideapad 310-15ISK (80SM01EUIH) (Core i3-6th Gen/4 GB DDR3/1 TB HDD/39.62 cm (15.6)/ DOS) (Silver)","Rs 32490","Buy for Rs 28099","NA","Eclinic","LAPTOP3500 :- Flat Rs 3500 cashback* on shopping order (Max cashback Rs. 3500) and additional First Movie ticket Free* . Your unique movie ticket promo code will be sent to you via email. COD not applicable.","LENOVO IDEAPAD 310-15ISK 80SM01EUIH LAPTOP ( INTEL CORE I3 - 6TH GENERATION / 6006U 2.0GHz / 4GB DDR4 RAM / 1TB HARDISK / 15.6 HD SCREEN / INTEGRATED INTEL GRAPHIC / WIFI / BLUETOOTH / WEBCAMERA / DOS / SILVER. WITH OUT BAG.","Processor: Core i3 (6th Gen)","RAM:4 GB RAM","OS: DOS","Storage/Memory: 1 TB HDD","Graphics Memory: Integrated Graphics","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-80SM0ECLI1048923FC7B055/0x1920/70/2.jpg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-80SM0ECLI1048923FC7B055/0x1920/70/4.jpg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-80SM0ECLI1048923FC7B055/0x1920/70/4.jpg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-80SM0ECLI1048923FC7B055/0x1920/70/5.jpg?imwidth=64&impolicy=hq","NA","Electronics","Laptop & Computers","Laptops","NA","NA",
"https://paytmmall.com/lenovo-g50-80-80e502q3ih-notebook-core-i3-5th-gen-4-gb-1-tb-39-62cm-15-6-dos-2-gb-black-CMPLXLAPLENOVO-G50-8CYBE2125250C57D8A-pdp?src=grid&tracker=curated%7C%7Clenovo%20laptop%7CCategory%20Grid%7C%2Fg%2Felectronics-store%2Flt%7C108996%7C3%7C","Lenovo G50-80 (80E502Q3IH) (Core i3 -5th Gen/4 GB RAM/1 TB HDD/39.62cm (15.6)/2 GB Graphics/ DOS) (Black)","Rs 35190","Buy for Rs 28600","NA","Hot Deals","LAPTOP3000 :- Flat Rs 3000 cashback* on shopping order (Max cashback Rs. 3000) and additional First Movie ticket Free* . Your unique movie ticket promo code will be sent to you via email. COD not applicable.","NA","Processor: Core i3 -5th Gen","RAM: 4 GB RAM","OS: DOS","HDD: 1 TB HDD","Graphics: 2 GB Graphics","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-G50-8DIWA3266747684E60/0x1920/70/0.jpg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-G50-8DIWA3266747684E60/0x1920/70/3.jpg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-G50-8DIWA3266747684E60/0x1920/70/3.jpg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-G50-8DIWA3266747684E60/0x1920/70/5.jpg?imwidth=64&impolicy=hq","NA","Electronics","Laptop & Computers","Laptops","NA","NA",
"https://paytmmall.com/lenovo-ideapad-110-16isk-80ud00rwih-core-i3-6th-gen-4gb-500gb-15-6-dos-CMPLXLAPLENOVO-IDEAPGADG61076C9AF46F1-pdp?src=grid&tracker=curated%7C%7Clenovo%20laptop%7CCategory%20Grid%7C%2Fg%2Felectronics-store%2Flt%7C108996%7C4%7C","Lenovo Ideapad 110-16ISK (80UD00RWIH) (Core I3-6th Gen/4GB RAM/500GB HDD/15.6/DOS) (Black)","Rs 27790","Buy for Rs 25099","NA","GADGETBESTBUY","LAPTOP2500 :- Flat Rs 2500 cashback* on shopping order (Max cashback Rs. 2500) and additional First Movie ticket Free* . Your unique movie ticket promo code will be sent to you via email. COD not applicable.","NA","Processor: Core i3 -6th Gen","RAM: 4 GB RAM","OS: DOS","HDD: 500 GB HDD","Graphics: Integrated","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-IDEAPGADG61076C9AF46F1/0x1920/70/0..jpeg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-IDEAPGADG61076C9AF46F1/0x1920/70/2..jpeg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-IDEAPGADG61076C9AF46F1/0x1920/70/2..jpeg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-IDEAPGADG61076C9AF46F1/0x1920/70/3..jpeg?imwidth=64&impolicy=hq","NA","Electronics","Laptop & Computers","Laptops","NA","NA",
"https://paytmmall.com/lenovo-ideapad-300-80q700dwin-core-i5-6th-gen-4-gb-1-tb-39-62-cm-15-6-dos-2-gb-silver-CMPLXLAPLENOVO-IDEAPDUMM202562F534BA7-pdp?src=grid&tracker=curated%7C%7Clenovo%20laptop%7CCategory%20Grid%7C%2Fg%2Felectronics-store%2Flt%7C108996%7C5%7C","LENOVO IP 300 (80Q700DWIN) (Core i5-6th Gen/4 GB RAM/1 TB HDD/39.62 cm (15.6'')/2 GB Graphics/DOS) (Silver)","Rs 50090","Buy for Rs 38735","NA","UNIVERSAL","LAPTOP4000 :- Flat Rs 4000 cashback* on shopping order (Max cashback Rs. 4000) and additional First Movie ticket Free* . Your unique movie ticket promo code will be sent to you via email. COD not applicable.","NA","Processor: Core i5 (6th Gen)","RAM: 4 GB RAM","OS: DOS","Storage/Memory: 1 TB HDD","Graphics Memory: 2 GB Graphics","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-IDEAPUNIV22231F008B670/0x1920/70/4.jpg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-IDEAPUNIV22231F008B670/0x1920/70/6.jpg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-IDEAPUNIV22231F008B670/0x1920/70/6.jpg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-IDEAPUNIV22231F008B670/0x1920/70/7.jpg?imwidth=64&impolicy=hq","NA","Electronics","Laptop & Computers","Laptops","NA","NA",
"https://paytmmall.com/lenovo-ip-110-15isk-80ud014cih-6th-gen-core-i5-6200u-8gb-1tb-dos-2gb-graphics-black-CMPLXLAPLENOVO-IP-11DUMM20256B4C437E4-pdp?src=grid&tracker=curated%7C%7Clenovo%20laptop%7CCategory%20Grid%7C%2Fg%2Felectronics-store%2Flt%7C108996%7C6%7C","Lenovo Ideapad 110-15ISK (80UD014CIH) (Core i5-6th Gen/8GB RAM /1TB HDD/39.6 cm (15.6)/ 2GB Graphics/ DOS ) (Black)","Rs 45290","Buy for Rs 42470","NA","dealkyahai-MUM","LAPTOP5000 :- Flat Rs 5000 cashback* on shopping order (Max cashback Rs. 5000) and additional First Movie ticket Free* . Your unique movie ticket promo code will be sent to you via email. COD not applicable.","NA","Screen Size : 15.6 (39.62 cm)","ROM/RAM : 1 TB/8 GB DDR4","Graphics Processor : 2 GB","OS : DOS","Processor : Core i5 (6th Gen)","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-IP-11DEAL252158173BAF22/0x1920/70/0.jpg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-IP-11DEAL252158173BAF22/0x1920/70/2.jpg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-IP-11DEAL252158173BAF22/0x1920/70/2.jpg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-IP-11DEAL252158173BAF22/0x1920/70/3.jpg?imwidth=64&impolicy=hq","NA","Electronics","Laptop & Computers","Laptops","NA","NA",
"https://paytmmall.com/lenovo-ideapad-510-80sv001sih-core-i5-7th-gen-8-gb-1-tb-39-6-cm-15-1-windows-10-silver-CMPLXLAPLENOVO-IDEAPELEC586819D16ACF8-pdp?src=grid&tracker=curated%7C%7Clenovo%20laptop%7CCategory%20Grid%7C%2Fg%2Felectronics-store%2Flt%7C108996%7C7%7C","Lenovo IP510 (80SV001SIH) (Core i5 -7th Gen/8 GB RAM/ 1 TB HDD/ 39.6 cm (15.6)/ 4 Gb Graphics/Windows 10)(Silver)","Rs 64000","Buy for Rs 57850","NA","IT NXT","LAPTOP6000 :- Flat Rs 6000 cashback* on shopping order (Max cashback Rs. 6000) and additional First Movie ticket Free* . Your unique movie ticket promo code will be sent to you via email. COD not applicable.","NA","Bullets Points","Processor: Core i5 (7th Gen)","RAM: 8 GB DDR4","OS: Windows 10","Storage/Memory: 1 TB HDD","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-IP510IT-N3408443D2D3E1D/0x1920/70/0.jpg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-IP510IT-N3408443D2D3E1D/0x1920/70/2.jpg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-IP510IT-N3408443D2D3E1D/0x1920/70/2.jpg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-IP510IT-N3408443D2D3E1D/0x1920/70/3.jpg?imwidth=64&impolicy=hq","NA","Electronics","Laptop & Computers","Laptops","NA","NA",
"https://paytmmall.com/lenovo-ideapad-110-15isk-80ud013kih-core-i3-6006u-8gb-ram-1tb-hdd-dos-integrated-graphics-black-CMPLXLAPLENOVO-IDEAPDUMM2025697AC489B-pdp?src=grid&tracker=curated%7C%7Clenovo%20laptop%7CCategory%20Grid%7C%2Fg%2Felectronics-store%2Flt%7C108996%7C8%7C","Lenovo Ideapad 110-15ISK 80UD013KIH (Core i3 6006U/8GB RAM/1TB HDD/DOS/Integrated Graphics )(Black)","Rs 32890","Buy for Rs 29799","NA","Cart2India Online Retail Private Limited","LAPTOP3500 :- Flat Rs 3500 cashback* on shopping order (Max cashback Rs. 3500) and additional First Movie ticket Free* . Your unique movie ticket promo code will be sent to you via email. COD not applicable.","NA","Processor: Core i3 -6th Gen","RAM: 8 GB RAM","OS: DOS","HDD: 1 TB HDD","Graphics: Integrated","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-IDEAPCART57324441A775E1/0x1920/70/0.jpg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-IDEAPCART57324441A775E1/0x1920/70/2.jpg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-IDEAPCART57324441A775E1/0x1920/70/2.jpg?imwidth=64&impolicy=hq","NA","NA","Electronics","Laptop & Computers","Laptops","NA","NA",
"https://paytmmall.com/lenovo-g50-80-80e5038pin-core-i5-5th-gen-8-gb-ddr3-1-tb-39-6-cm-15-6-windows-10-home-2-gb-graphics-ati-exo-pro-r5-m330-black-CMPLXLAPLENOVO-G50-8DUMM20256912AAF0E-pdp?src=grid&tracker=curated%7C%7Clenovo%20laptop%7CCategory%20Grid%7C%2Fg%2Felectronics-store%2Flt%7C108996%7C9%7C","Lenovo G50-80 (80E5038PIN ) Core i5 (8 GB RAM/1 TB HDD/39.6 cm (15.6)/2 GB Graphics / Win 10) (Black)","Rs 48890","Buy for Rs 45470","NA","dealkyahai-MUM","LAPTOP5000 :- Flat Rs 5000 cashback* on shopping order (Max cashback Rs. 5000) and additional First Movie ticket Free* . Your unique movie ticket promo code will be sent to you via email. COD not applicable.","Your son's first laptop could be this Lenovo laptop. It comes with an HD display, a powerful processor, and big RAM capacity, ensuring that your son has an immersive viewing experience coupled with lag-free and seamless multitasking.","Screen Size:39.6 cm (15.6)","OS:Windows 10 Home","RAM/ROM:8 GB DDR3/1 TB","Graphics Card:ATI EXO PRO R5 M330","Processor:Intel Core i5 (5th Gen)","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-G50-8DEAL252158363FE4B6/0x1920/70/0.jpeg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-G50-8DEAL252158363FE4B6/0x1920/70/1.jpeg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-G50-8DEAL252158363FE4B6/0x1920/70/1.jpeg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-G50-8DEAL252158363FE4B6/0x1920/70/2.jpeg?imwidth=64&impolicy=hq","NA","Electronics","Laptop & Computers","Laptops","NA","NA",
"https://paytmmall.com/lenovo-80sm01evih-core-i3-6th-gen-4-gb-39-62-cm-15-6-dos-black-CMPLXLAPLENOVO-80SM0SSD43070C2EFD773-pdp?src=grid&tracker=curated%7C%7Clenovo%20laptop%7CCategory%20Grid%7C%2Fg%2Felectronics-store%2Flt%7C108996%7C10%7C","Lenovo Ideapad 310-15ISK (80SM01EVIH) (Core i3 -6th Gen/4 GB RAM/1 TB HDD/39.62 cm (15.6)/DOS) (Black)","Rs 32890","Buy for Rs 27450","NA","UNIVERSAL","LAPTOP3500 :- Flat Rs 3500 cashback* on shopping order (Max cashback Rs. 3500) and additional First Movie ticket Free* . Your unique movie ticket promo code will be sent to you via email. COD not applicable.","LENOVO IDEAPAD 310-15ISK 80SM01EVIH LAPTOP ( INTEL CORE I3 - 6TH GENERATION / 6006U 2.0GHz / 4GB DDR4 RAM / 1TB HARDISK / 15.6 HD SCREEN / INTEGRATED INTEL GRAPHIC / WIFI / BLUETOOTH / WEBCAMERA / DOS / BLACK. WITH OUT BAG.","Processor: Core i3 (6th Gen)","RAM:4 GB RAM","OS: DOS","Storage/Memory: 1 TB HDD","Graphics Memory: Integrated Graphics","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-IDEAPUNIV222311A432C51/0x1920/70/6.jpg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-IDEAPUNIV222311A432C51/0x1920/70/8.jpg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-IDEAPUNIV222311A432C51/0x1920/70/8.jpg?imwidth=64&impolicy=hq","https://assetscdn1.paytm.com/images/catalog/product/L/LA/LAPLENOVO-IDEAPUNIV222311A432C51/0x1920/70/9.jpg?imwidth=64&impolicy=hq","NA","Electronics","Laptop & Computers","Laptops","NA","NA",
