Url,Title,MRP,Price,Shipping,Seller,Promo,Description,Highlight1,Highlight2,Highlight3,Highlight4,Highlight5,Image1,Image2,Image3,Image4,Image5,Category1,Category2,Category3,Category4,Category5,Brand, Color Family, Duration, Fabric, Ideal For, Length, Lifestyle, Model ID, Neckline, Occasion, Part Number, Prints & Patterns, Quantity Range, Quantity in, Sleeve Length, Style, Type, Warranty Available, Wash Care
"http://www.shopclues.com/envy-1000-texas-heat-miami-rush-crystal-deo-combo-pack-of-2.html","ENVY 1000 Texas Heat Miami Rush Crystal Deo Combo (Pack of 2)","NA","Rs.398","Free Shipping","VANESA CARE PVT. LTD","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Beauty & Perfumes","Fragrances","Deodorants","NA","NA","Envy","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",
"http://www.shopclues.com/envy-me-printed-lounge-pallazo-em15-012.html","ENVY ME PRINTED LOUNGE PALLAZO EM15-012","Rs.1,499","Rs.599","Free Shipping","STUDIO ENVY ME LLP","10% SuperCash on Mobikwik | Max Cashback Rs.200 T&C","","NA","NA","NA","NA","NA","http://cdn.shopclues.com/images/detailed/24006/EM15012_1439966893.jpg","http://cdn.shopclues.com/images/detailed/24006/EM150124_1439966906.jpg","http://cdn.shopclues.com/images/detailed/24006/EM150121_1439966901.jpg","NA","NA","Fashion","Women's Clothing","Western Wear","Jumpsuits & Dungarees","NA","Envy","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",
"http://www.shopclues.com/envy-me-suede-fringe-open-top-em15-083.html","ENVY ME SUEDE FRINGE OPEN TOP EM15-083","NA","Rs.1,349","Shipping: Rs. 0","STUDIO ENVY ME LLP","10% SuperCash on Mobikwik | Max Cashback Rs.200 T&C","","Occasion : Casual","Prints & Patterns : Plain","Neckline : V-Neck","More Specification","NA","http://cdn.shopclues.com/images/detailed/29262/EM15083_1451551389.jpg","http://cdn.shopclues.com/images/detailed/29262/EM150833_1451551482.jpg","http://cdn.shopclues.com/images/detailed/29262/EM150832_1451551450.jpg","http://cdn.shopclues.com/images/detailed/29262/EM150831_1451551423.jpg","NA","Fashion","Women's Clothing","Western Wear","Tops,Tees,Tunics&Shirts","NA","Envy","Brown","NA","Poly Cotton","NA","NA","NA","NA","V-Neck","Casual","NA","Plain","NA","NA","Sleeveless","NA","Tube","NA","NA",
"http://www.shopclues.com/envy-1000-enigma-divine-magic-crystal-deo-combo-pack-of-3.html","ENVY 1000 Enigma, Divine Magic Crystal Deo Combo (Pack of 3)","Rs.597","Rs.580","Free Shipping","VANESA CARE PVT. LTD","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Beauty & Perfumes","Fragrances","Deodorants","NA","NA",null
"http://www.shopclues.com/envy-me-ny-slant-formal-shirt-em15-008.html","ENVY ME NY SLANT FORMAL SHIRT EM15-008","Rs.1,799","Rs.499","Shipping: Rs. 40","STUDIO ENVY ME LLP","10% SuperCash on Mobikwik | Max Cashback Rs.200 T&C","","Ideal For : Women","Occasion : Formal","Prints & Patterns : Plain","More Specification","NA","http://cdn.shopclues.com/images/detailed/20715/EM15008_1435399498.jpg","http://cdn.shopclues.com/images/detailed/20715/EM150083_1435399511.jpg","http://cdn.shopclues.com/images/detailed/20715/EM150082_1435399504.jpg","NA","NA","Fashion","Women's Clothing","Western Wear","Tops,Tees,Tunics&Shirts","NA",null
"http://www.shopclues.com/envy-me-peplum-shirt-em15-056.html","Envy me peplum shirt EM15-056","Rs.1,799","Rs.629","Free Shipping","STUDIO ENVY ME LLP","10% SuperCash on Mobikwik | Max Cashback Rs.200 T&C","","Type : Peplum","NA","NA","NA","NA","http://cdn.shopclues.com/images/detailed/22161/EM15056_1437029597.jpg","http://cdn.shopclues.com/images/detailed/22161/EM150564_1437029622.jpg","http://cdn.shopclues.com/images/detailed/22161/EM150563_1437029615.jpg","http://cdn.shopclues.com/images/detailed/22161/EM150562_1437029607.jpg","NA","Fashion","Women's Clothing","Western Wear","Tops,Tees,Tunics&Shirts","NA",null
"http://www.shopclues.com/envy-1000-texas-heat-alpine-thrill-miami-rush-crystal-deo-combo-pack-of-3.html","ENVY 1000 Texas Heat, Alpine Thrill Miami Rush Crystal Deo Combo (Pack of 3)","NA","Rs.597","Free Shipping","VANESA CARE PVT. LTD","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Beauty & Perfumes","Fragrances","Deodorants","NA","NA",null
"http://www.shopclues.com/envy-1000-force-deo-130-ml.html","Envy 1000 Force Deo 130 Ml","NA","Rs.195","Free Shipping","VANESA CARE PVT. LTD","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Beauty & Perfumes","Fragrances","Deodorants","NA","NA",null
"http://www.shopclues.com/envy-hip-hop-deo-130-ml.html","Envy Hip Hop Deo 130 Ml","Rs.225","Rs.190","Free Shipping","VANESA CARE PVT. LTD","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Beauty & Perfumes","Fragrances","Perfumes","NA","NA",null
"http://www.shopclues.com/envy-1000-torque-deo-130-ml.html","Envy 1000 Torque Deo 130 Ml","NA","Rs.195","Free Shipping","VANESA CARE PVT. LTD","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Beauty & Perfumes","Fragrances","Deodorants","NA","NA",null
"http://www.shopclues.com/envy-me-ny-wrap-blouse-em15-29.html","ENVY ME NY WRAP BLOUSE EM15-29","Rs.1,699","Rs.679","Free Shipping","STUDIO ENVY ME LLP","10% SuperCash on Mobikwik | Max Cashback Rs.200 T&C","","Neckline : Turtle Neck","NA","NA","NA","NA","http://cdn.shopclues.com/images/detailed/20731/EM15029_1435407954.jpg","http://cdn.shopclues.com/images/detailed/20731/EM150293_1435407976.jpg","http://cdn.shopclues.com/images/detailed/20731/EM150292_1435407960.jpg","NA","NA","Fashion","Women's Clothing","Western Wear","Tops,Tees,Tunics&Shirts","NA",null
"http://www.shopclues.com/envy-1000-fiery-rush-deo-combo-pack-of-2.html","ENVY 1000 Fiery Rush Deo Combo (Pack of 2)","Rs.390","Rs.370","Free Shipping","VANESA CARE PVT. LTD","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Beauty & Perfumes","Fragrances","Deodorants","NA","NA",null
"http://www.shopclues.com/envy-1000-texas-heat-miami-rush-crystal-deo-combo-pack-of-2.html","ENVY 1000 Texas Heat Miami Rush Crystal Deo Combo (Pack of 2)","NA","Rs.398","Free Shipping","VANESA CARE PVT. LTD","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Beauty & Perfumes","Fragrances","Deodorants","NA","NA",null
"http://www.shopclues.com/envy-me-printed-lounge-pallazo-em15-012.html","ENVY ME PRINTED LOUNGE PALLAZO EM15-012","Rs.1,499","Rs.599","Free Shipping","STUDIO ENVY ME LLP","10% SuperCash on Mobikwik | Max Cashback Rs.200 T&C","","NA","NA","NA","NA","NA","http://cdn.shopclues.com/images/detailed/24006/EM15012_1439966893.jpg","http://cdn.shopclues.com/images/detailed/24006/EM150124_1439966906.jpg","http://cdn.shopclues.com/images/detailed/24006/EM150121_1439966901.jpg","NA","NA","Fashion","Women's Clothing","Western Wear","Jumpsuits & Dungarees","NA",null
"http://www.shopclues.com/envy-me-suede-fringe-open-top-em15-083.html","ENVY ME SUEDE FRINGE OPEN TOP EM15-083","NA","Rs.1,349","Shipping: Rs. 0","STUDIO ENVY ME LLP","10% SuperCash on Mobikwik | Max Cashback Rs.200 T&C","","Occasion : Casual","Prints & Patterns : Plain","Neckline : V-Neck","More Specification","NA","http://cdn.shopclues.com/images/detailed/29262/EM15083_1451551389.jpg","http://cdn.shopclues.com/images/detailed/29262/EM150833_1451551482.jpg","http://cdn.shopclues.com/images/detailed/29262/EM150832_1451551450.jpg","http://cdn.shopclues.com/images/detailed/29262/EM150831_1451551423.jpg","NA","Fashion","Women's Clothing","Western Wear","Tops,Tees,Tunics&Shirts","NA",null
"http://www.shopclues.com/envie-1000-mah-rechargeable-aa-batteries-4-pc.html","ENVIE 1000 MAH RECHARGEABLE AA BATTERIES 4 pc","Rs.250","Rs.240","Shipping: Rs. 0","JUSTONECLICK","10% SuperCash on Mobikwik | Max Cashback Rs.200 T&C","","Warranty Available : Manufacture Warranty","Duration : 1 Year","NA","NA","NA","NA","NA","NA","NA","NA","Mobile & Laptop Accessories","TV Accessories & Digital Media Streaming","TV & AV Cables","NA","NA","Envie","NA","1 Year","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Manufacture Warranty","NA",
"http://www.shopclues.com/envis-legs-wear-mens-bermuda-3.html","Envis Legs Wear MENS BERMUDA","Rs.749","Rs.349","Free Shipping","RAHAMAT AND BYCHANCE DRESSES","10% SuperCash on Mobikwik | Max Cashback Rs.200 T&C","","Length : Short","Color Family : Multicolor","NA","NA","NA","http://cdn.shopclues.com/images/detailed/28577/b121439961690_1450111889.jpg","http://cdn.shopclues.com/images/detailed/28346/85013050barmuda31440165860_1449755427.jpg","NA","NA","NA","Fashion","Men's Clothing","Shorts & 3/4ths","NA","NA","NA","Multicolor","NA","Cotton Lycra","NA","Short","NA","NA","NA","NA","NA","NA","NA","NA","NA","Cargo","Shorts","NA","NA",
"http://www.shopclues.com/envie-2100mah-aa-rechargeable-ni-mh-battery-pack-of-4.html","Envie 2100Mah Aa Rechargeable Ni-Mh Battery (Pack Of 4)","Rs.550","Rs.495","Free Shipping","E-HORSE","10% SuperCash on Mobikwik | Max Cashback Rs.200 T&C","Envie 2100mAh AA Rechargeable Battery (Pack of 4) Description: The Envie 4 x AA 2100mAh Ni-Mh Rechargeable Batteries as the name advocates is a unit of four AA 2100 mAh Ni-MH batteries. Created tough and durable they can be used to operate both low drain and high drain gadgets. It is also cost effective as the batteries can be recharged and used up to 1000 times. They can be used to operate low voltage consuming tools like remote control, toys, walkman as well high voltage consuming devices like digital camera, MP3 player, camcorder and many more. One is assured high class efficiency with greater run time allowing one to use an appliance without too many battery changing interventions. BRAND NEW SEALED + VAT PAID BILL + 1 YEAR DIGITEK WARRANTY GENERAL SPECIFICATIONS:- Brand : Envie In The Box : Rechargeable Battery Model : 2 x AA 2100 mAh Ni-Mh Type : Rechargeable Ni-MH Battery WARRANTY:- Warranty : 1 Year Replacement Warranty by Envie Not Covered in Warranty : Physical Damage","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Mobile & Laptop Accessories","Camera Accessories","Camera Accessories","Battery","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",
"http://www.shopclues.com/envie-rechargeable-batteries-3.html","Envie Rechargeable batteries","Rs.450","Rs.299","Free Shipping","MANOKAMNA","10% SuperCash on Mobikwik | Max Cashback Rs.200 T&C","Key features:Rechargeable Ni-MH Batteries2 X AA 2800 mAh 1.2VBatteries must be charged before useDo not use with any other type or make of Batteries.Observe Polarity when useAlways replace complete setDo not expose Batteries to Water or excess Heat","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Mobile & Laptop Accessories","Camera Accessories","Camera Accessories","Battery","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",
