Url,Title,MRP,Price,Shipping,Seller,Promo,Description,Highlight1,Highlight2,Highlight3,Highlight4,Highlight5,Image1,Image2,Image3,Image4,Image5,Category1,Category2,Category3,Category4,Category5,Article Identification Value, Article Identifier Type, Brand, Collar Type, Collection, Color, EAN/UPC, Ean Code, Estimated Arrival, Fastening, Fit, Gender, Material, Neck Type, Occasion, Pattern, Product Code, Return Policy, Rise, Set Contents, Size, Sleeve, Sole Material, Style Code, Type, Upper Material, Wash Care
"https://paytmmall.com/jack-jones-men-s-casual-jeans-CMPLXAPPJACK-JONES-MKAPS7800295812024-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C11%7C","Jack & Jones Men's Casual Jeans ( Ben )","Rs 2999","Buy for Rs 1799","NA","Kapsons Fashion Pvt Ltd - Ludhiana","NA","Ji Ben Ry 783 In","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS6154727F09F460/0x1920/70/1.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS6154727F09F460/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS6154727F09F460/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS6154727F09F460/0x1920/70/3.jpg","NA","Men's Fashion","Clothing","Jeans","NA","NA","NA","NA","Jack & Jones","NA","NA","Grey","NA","5713610786275","4 - 7 days","NA","Skinny","Men","Cotton","NA","Casual","Plain","APPJACK-JONES-MKAPS6154727F09F460","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","Low Rise","1","38","NA","NA","1855392-grey Denim","NA","NA","Hand Wash",
"https://paytmmall.com/jack-jones-men-s-casual-shirts-CMPLXAPPJACK-JONES-MKAPS7800286DD0C93-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C12%7C","Jack & Jones Men's Casual Shirts","Rs 1699","Buy for Rs 849","NA","Kapsons Retail Pvt Ltd","NA","JJVC DABB SHIRT L/S IN","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS57849086DD0C93/0x1920/70/1.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS57849086DD0C93/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS57849086DD0C93/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS57849086DD0C93/0x1920/70/3.jpg","NA","Men's Fashion","Clothing","Casual shirts","NA","NA","NA","NA","Jack & Jones","Classic Collar","CUBA","Green","NA","5713610668076","5 - 8 days","NA","Regular","Men","Pure Cotton","NA","Casual","Solid","APPJACK-JONES-MKAPS57849086DD0C93","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","XXL","Full Sleeves","NA","1855075-Olivine","NA","NA","Machine Wash",
"https://paytmmall.com/jack-jones-men-s-casual-tshirt-CMPLXAPPJACK-JONES-MKAPS780021D252B8D-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C13%7C","Jack & Jones Men's Casual TShirt","Rs 999","Buy for Rs 599","NA","Kapsons Agencies P. Ltd.","NA","JJVLUCAS SS TEE CREW NECK","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780021D252B8D/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780021D252B8D/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780021D252B8D/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780021D252B8D/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","NA","NA","Maroon","NA","NA","5 - 8 days","NA","NA","Men","Cotton","NA","Casual","Printed","APPJACK-JONES-MKAPS780021D252B8D","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","M","NA","NA","1848954-Burnt Henna","T-Shirts","NA","Machine Wash",
"https://paytmmall.com/jack-jones-men-s-casual-tshirt-CMPLXAPPJACK-JONES-MKAPS7800213AF62EB-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C14%7C","Jack & Jones Men's Casual TShirt","Rs 999","Buy for Rs 599","NA","Kapsons Fashion Pvt Ltd - Ludhiana","Use promocode FASH30 to get 30% cashback* (Max cashback Rs.4000). COD option will not be available on applying this promocode.","JJVLUCAS SS TEE CREW NECK","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS615472641B89DF/0x1920/70/1.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS615472641B89DF/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS615472641B89DF/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS615472641B89DF/0x1920/70/3.jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","NA","NA","Black","NA","NA","4 - 7 days","NA","NA","Men","Cotton","NA","Casual","Printed","APPJACK-JONES-MKAPS615472641B89DF","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","L","NA","NA","1848954-Caviar","T-Shirts","NA","Machine Wash",
"https://paytmmall.com/jack-jones-men-s-tshirt-CMPLXAPPJACK-JONES-MKAPS7800265229F-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C15%7C","Jack & Jones Men's Tshirt","Rs 1299","Buy for Rs 779","NA","Kapsons Retail Pvt Ltd","NA","JJOR GEB TEE 3/4 CREW NECK IN","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS57849065229F/0x1920/70/1.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS57849065229F/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS57849065229F/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS57849065229F/0x1920/70/3.jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","NA","NA","Blue","NA","NA","5 - 8 days","NA","NA","Men","Poly Cotton","NA","Casual","NA","APPJACK-JONES-MKAPS57849065229F","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","XXL","Long Sleeves","NA","1856704-Mallard Blue","T-Shirts","NA","NA",
"https://paytmmall.com/jack-jones-men-s-casual-canvas-sneaker-CMPLXFOOJACK-JONES-MKAPS780021F19992E-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C16%7C","Jack & Jones Men's Sneaker Shoes","Rs 2199","Buy for Rs 879","NA","Kapsons Retail Pvt Ltd","NA","NA","NA","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/F/FO/FOOJACK-JONES-MKAPS578490736B0E09/0x1920/70/1.jpg","https://assetscdn1.paytm.com/images/catalog/product/F/FO/FOOJACK-JONES-MKAPS578490736B0E09/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/F/FO/FOOJACK-JONES-MKAPS578490736B0E09/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/F/FO/FOOJACK-JONES-MKAPS578490736B0E09/0x1920/70/3.jpg","NA","Men's Fashion","Footwear","Sneakers Shoes","NA","NA","NA","NA","Jack & Jones","NA","NA","White","NA","NA","5 - 8 days","Lace Up","NA","NA","NA","NA","NA","Solid","FOOJACK-JONES-MKAPS578490736B0E09","Seller will accept returns within 15 days from date of delivery of the item","NA","NA","EU 40","NA","Rubber","NA","NA","Canvas","NA",
"https://paytmmall.com/jack-jones-men-s-tshirt-CMPLXAPPJACK-JONES-MKAPS7800291C1E392-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C17%7C","Jack & Jones Men's Tshirt","Rs 1099","Buy for Rs 549","NA","Kapsons Retail Pvt Ltd","NA","JORSECRET TEE SS CREW NECK","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS57849091C1E392/0x1920/70/1.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS57849091C1E392/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS57849091C1E392/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS57849091C1E392/0x1920/70/3.jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","NA","NA","White","NA","NA","5 - 8 days","NA","NA","Men","Cotton","NA","Casual","NA","APPJACK-JONES-MKAPS57849091C1E392","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","XXL","Short Sleeves","NA","1848949-Cloud Dancer","T-Shirts","NA","NA",
"https://paytmmall.com/jack-jones-men-s-casual-tshirt-CMPLXAPPJACK-JONES-MKAPS780023F6BE999-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C18%7C","Jack & Jones Men's Casual TShirt","Rs 1099","Buy for Rs 549","NA","Kapsons Retail Pvt Ltd","NA","JJORTAPED TEE SS CREW NECK IN","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS5784903F6BE999/0x1920/70/1.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS5784903F6BE999/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS5784903F6BE999/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS5784903F6BE999/0x1920/70/3.jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","Crew neck","WHAT YOUTH","Grey","NA","5713610945313","5 - 8 days","NA","Slim","Men","Polyblend","NA","Casual","Printed","APPJACK-JONES-MKAPS5784903F6BE999","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","XXL","Short Sleeves","NA","1855731-Dark Grey Melange","T-Shirts","NA","Machine Wash",
"https://paytmmall.com/jack-jones-men-s-tshirt-CMPLXAPPJACK-JONES-MKAPS780024DBD87CD-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C19%7C","Jack & Jones Men's Tshirt","Rs 1299","Buy for Rs 649","NA","Kapsons Retail Pvt Ltd","NA","JORNEW STAN TEE LS CREW NECK NOOS","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS5784904DBD87CD/0x1920/70/1.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS5784904DBD87CD/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS5784904DBD87CD/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS5784904DBD87CD/0x1920/70/3.jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","NA","NA","Blue","NA","NA","5 - 8 days","NA","NA","Men","Cotton","NA","Casual","NA","APPJACK-JONES-MKAPS5784904DBD87CD","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","XXL","Long Sleeves","NA","1848940-Dark Denim","T-Shirts","NA","NA",
"https://paytmmall.com/jack-jones-men-s-tshirt-CMPLXAPPJACK-JONES-MKAPS78002A4ADD6E4-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C20%7C","Jack & Jones Men's Tshirt","Rs 1099","Buy for Rs 659","NA","Kapsons Retail Pvt Ltd","NA","JJCONERO TEE SS CREW NECK IN","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490A4ADD6E4/0x1920/70/1.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490A4ADD6E4/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490A4ADD6E4/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490A4ADD6E4/0x1920/70/3.jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","NA","NA","Red","NA","NA","5 - 8 days","NA","NA","Men","Cotton","NA","Casual","NA","APPJACK-JONES-MKAPS578490A4ADD6E4","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","S","Short Sleeves","NA","1855758-Poppy Red","T-Shirts","NA","NA",
"https://paytmmall.com/jack-jones-men-s-casual-tshirt-CMPLXAPPJACK-JONES-MKAPS78002B5531C11-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C21%7C","Jack & Jones Men's Casual TShirt","Rs 1299","Buy for Rs 649","NA","Kapsons Retail Pvt Ltd","NA","JCOANTON TEE SS CREW NECK","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490B5531C11/0x1920/70/1.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490B5531C11/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490B5531C11/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490B5531C11/0x1920/70/3.jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","Crew neck","HYBIRD","Multi","NA","5713442999157","5 - 8 days","NA","Slim","Men","Cotton","NA","Casual","Striped","APPJACK-JONES-MKAPS578490B5531C11","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","S","Short Sleeves","NA","1848923-Deep Lichen Green","T-Shirts","NA","Machine Wash",
"https://paytmmall.com/jack-jones-men-s-printed-tshirt-CMPLXAPPJACK-JONES-MKAPS578490B85BF1A3-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C22%7C","Jack & Jones Men's Printed Tshirt","Rs 999","Buy for Rs 599","NA","Kapsons Retail Pvt Ltd","NA","JJOR NBA FOIL TEE","NA","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490B85BF1A3/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490B85BF1A3/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490B85BF1A3/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490B85BF1A3/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","NA","NA","White","NA","5713617873114","5 - 8 days","NA","NA","Men","Cotton","NA","NA","Printed","APPJACK-JONES-MKAPS578490B85BF1A3","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","S","Short Sleeves","NA","NA","T-Shirts","NA","Machine Wash",
"https://paytmmall.com/jack-jones-men-s-casual-tshirt-CMPLXAPPJACK-JONES-MKAPS78002B419F491-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C23%7C","Jack & Jones Men's Casual TShirt","Rs 1099","Buy for Rs 549","NA","Kapsons Agencies P. Ltd.","NA","JJOR APIES TEE S/S CREW NECK IN","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002B419F491/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002B419F491/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002B419F491/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002B419F491/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","NA","NA","Blue","NA","NA","5 - 8 days","NA","NA","Men","Cotton","NA","Casual","Printed","APPJACK-JONES-MKAPS78002B419F491","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","S","NA","NA","1855730-Aqua Haze","T-Shirts","NA","Machine Wash",
"https://paytmmall.com/jack-jones-men-s-tshirt-CMPLXAPPJACK-JONES-MKAPS780022784A601-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C24%7C","Jack & Jones Men's Tshirt","Rs 1299","Buy for Rs 779","NA","Kapsons Retail Pvt Ltd","NA","JJOR GEB TEE 3/4 CREW NECK IN","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS5784902784A601/0x1920/70/1.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS5784902784A601/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS5784902784A601/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS5784902784A601/0x1920/70/3.jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","NA","NA","red","NA","NA","5 - 8 days","NA","NA","Men","Poly Cotton","NA","Casual","NA","APPJACK-JONES-MKAPS5784902784A601","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","L","Long Sleeves","NA","1856704-Fiery Red","T-Shirts","NA","NA",
"https://paytmmall.com/jack-jones-men-s-casual-shirts-CMPLXAPPJACK-JONES-MKAPS78002697F5E7-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C25%7C","Jack & Jones Men's Casual Shirts","Rs 1699","Buy for Rs 849","NA","Kapsons Retail Pvt Ltd","NA","JJVC DABB SHIRT L/S IN","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490697F5E7/0x1920/70/1.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490697F5E7/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490697F5E7/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490697F5E7/0x1920/70/3.jpg","NA","Men's Fashion","Clothing","Casual shirts","NA","NA","NA","NA","Jack & Jones","Classic Collar","CUBA","Red","NA","5713610668144","5 - 8 days","NA","Regular","Men","Pure Cotton","NA","Casual","Solid","APPJACK-JONES-MKAPS578490697F5E7","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","L","Full Sleeves","NA","1855075-Bossa Nova","NA","NA","Machine Wash",
"https://paytmmall.com/jack-jones-men-s-tshirt-CMPLXAPPJACK-JONES-MKAPS780022B9D07E2-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C26%7C","Jack & Jones Men's Tshirt","Rs 1499","Buy for Rs 749","NA","Kapsons Retail Pvt Ltd","NA","JJCOSTONE POLO SS IN","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490FA901726/0x1920/70/1.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490FA901726/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490FA901726/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490FA901726/0x1920/70/3.jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","NA","NA","Black","NA","NA","5 - 8 days","NA","NA","Men","Cotton","NA","Casual","NA","APPJACK-JONES-MKAPS578490FA901726","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","M","Short Sleeves","NA","1855721-Black","T-Shirts","NA","NA",
"https://paytmmall.com/jack-jones-men-s-tshirt-CMPLXAPPJACK-JONES-MKAPS78002D9524263-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C27%7C","Jack & Jones Men's Tshirt","Rs 999","Buy for Rs 599","NA","Kapsons Retail Pvt Ltd","NA","JJORCOLUMN TEE SS CREW NECK IN","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490D9524263/0x1920/70/1.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490D9524263/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490D9524263/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490D9524263/0x1920/70/3.jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","NA","NA","Grey","NA","NA","5 - 8 days","NA","NA","Men","Cotton","NA","Casual","NA","APPJACK-JONES-MKAPS578490D9524263","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","S","Short Sleeves","NA","1855722-Dark Grey Melange","T-Shirts","NA","NA",
"https://paytmmall.com/jack-jones-men-s-tshirt-CMPLXAPPJACK-JONES-MKAPS780028E0F02C-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C28%7C","Jack & Jones Men's Tshirt","Rs 1299","Buy for Rs 649","NA","Kapsons Retail Pvt Ltd","NA","JORNEW STAN TEE LS CREW NECK NOOS","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490B92998D4/0x1920/70/1.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490B92998D4/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490B92998D4/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490B92998D4/0x1920/70/3.jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","NA","NA","Grey","NA","NA","5 - 8 days","NA","NA","Men","Cotton","NA","Casual","NA","APPJACK-JONES-MKAPS578490B92998D4","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","XL","Long Sleeves","NA","1848939-Light Grey Melange","T-Shirts","NA","NA",
"https://paytmmall.com/jack-jones-men-s-casual-t-shirt-CMPLXAPPJACK-JONES-MKAPS780021000C31C-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C29%7C","Jack & Jones Maroon Slim Fit Tshirts","Rs 1295","Buy for Rs 647","NA","Kapsons Agencies P. Ltd.","Use promocode FASH40 to get 40% cashback* (Max cashback Rs.4000). COD option will not be available on applying this promocode.","Jack & Jones Men's Casual T-shirt","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780021000C31C/0x1920/70/26.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780021000C31C/0x1920/70/28.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780021000C31C/0x1920/70/28.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780021000C31C/0x1920/70/29.jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","NA","NA","Grey","NA","NA","5 - 8 days","NA","Slim","Men","Cotton","Round Neck","Casual","Printed","APPJACK-JONES-MKAPS780021000C31C","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","NA","L","Short Sleeves","NA","NA","T-Shirts","NA","Wash Dark Color Saperately",
