Url,Title,MRP,Price,Shipping,Seller,Promo,Description,Highlight1,Highlight2,Highlight3,Highlight4,Highlight5,Image1,Image2,Image3,Image4,Image5,Category1,Category2,Category3,Category4,Category5,Article Identification Value, Article Identifier Type, Brand, Collar Type, Collection, Color, EAN/UPC, Ean Code, Estimated Arrival, Fastening, Fit, Gender, Material, Neck Type, Occasion, Pattern, Product Code, Return Policy, Rise, Set Contents, Size, Sleeve, Sole Material, Style Code, Type, Upper Material, Wash Care
"https://paytmmall.com/jack-jones-men-s-green-tshirt-CMPLXAPPJACK-JONES-MKAPS780029D199D6B-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C30%7C","Jack & Jones Men's Green TShirt","Rs 1099","Buy for Rs 549","NA","Kapsons Retail Pvt Ltd","NA","JJOR NBA AVERY TEE SS CREW NECK IN","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS57849065E64273/0x1920/70/1.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS57849065E64273/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS57849065E64273/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS57849065E64273/0x1920/70/3.jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","5713617869049","Ean Code","Jack & Jones","Round Neck","NA","Green","NA","NA","5 - 8 days","NA","NA","Men","Cotton","NA","Casual","Printed","APPJACK-JONES-MKAPS57849065E64273","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","S","Short Sleeves","NA","1863885-Verdant Green","T-Shirts","NA","NA",
"https://paytmmall.com/jack-jones-men-s-casual-t-shirts-CMPLXAPPJACK-JONES-MKAPS780026D68D6E3-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C31%7C","Jack & Jones Men's Casual T-shirts","Rs 999","Buy for Rs 499","NA","Kapsons Agencies P. Ltd.","NA","Jjor Orange Tee S/s In","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780026D68D6E3/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780026D68D6E3/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780026D68D6E3/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780026D68D6E3/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","Round Neck","NA","White","NA","5713611078614","5 - 8 days","NA","Slim","Men","Cotton","NA","Casual","Printed","APPJACK-JONES-MKAPS780026D68D6E3","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","XXL","Short Sleeves","NA","1855756-cloud Dancer","T-Shirts","NA","Hand Wash",
"https://paytmmall.com/jack-jones-men-s-casual-canvas-sneaker-CMPLXFOOJACK-JONES-MKAPS7800286D43321-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C32%7C","Jack & Jones Men's Sneaker Shoes","Rs 2199","Buy for Rs 879","NA","Kapsons Retail Pvt Ltd","MALL50F: Get Flat Rs.50 Cashback on Apparel,Accessories & Footwear Products. Valid only for first time Paytm Mall Users","NA","Use promocode - MALL50FMALL50F: Get Flat Rs.50 Cashback on Apparel,Accessories & Footwear Products. Valid only for first time Paytm Mall Users*Terms & Conditions","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/F/FO/FOOJACK-JONES-MKAPS5784908C09CF7F/0x1920/70/1.jpg","https://assetscdn1.paytm.com/images/catalog/product/F/FO/FOOJACK-JONES-MKAPS5784908C09CF7F/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/F/FO/FOOJACK-JONES-MKAPS5784908C09CF7F/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/F/FO/FOOJACK-JONES-MKAPS5784908C09CF7F/0x1920/70/3.jpg","NA","Men's Fashion","Footwear","Sneakers Shoes","NA","NA","NA","NA","Jack & Jones","NA","NA","Blue","NA","NA","5 - 8 days","Lace Up","NA","NA","NA","NA","NA","Solid","FOOJACK-JONES-MKAPS5784908C09CF7F","Seller will accept returns within 15 days from date of delivery of the item","NA","NA","EU 41","NA","Rubber","NA","NA","Canvas","NA",
"https://paytmmall.com/jack-jones-men-s-casual-t-shirts-CMPLXAPPJACK-JONES-MKAPS7800265327F04-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C33%7C","Jack & Jones Men's Casual T-shirts","Rs 1299","Buy for Rs 779","NA","Kapsons Agencies P. Ltd.","NA","Jjor Kirgi Polo S/s In","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780023F8B287D/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780023F8B287D/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780023F8B287D/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780023F8B287D/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","Polo","NA","Blue","NA","5713611078362","5 - 8 days","NA","Slim","Men","Cotton","NA","Casual","Solid","APPJACK-JONES-MKAPS780023F8B287D","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","L","Short Sleeves","NA","1855775-navy Blazer","T-Shirts","NA","Hand Wash",
"https://paytmmall.com/jack-jones-men-s-casual-tshirt-CMPLXAPPJACK-JONES-MKAPS78002D017AD97-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C34%7C","Jack & Jones Men's Casual Tshirt","Rs 1099","Buy for Rs 549","NA","Kapsons Agencies P. Ltd.","Use promocode FASH40 to get 40% cashback* (Max cashback Rs.4000). COD option will not be available on applying this promocode.","Jjprplace Tee Ss Crew Neck In","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002E4565BA4/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002E4565BA4/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002E4565BA4/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002E4565BA4/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","5713610952281","NA","Jack & Jones","Crew Neck","Nautical","Blue","NA","NA","5 - 8 days","NA","Slim","Men","Viscose Blend","NA","Casual","Printed","APPJACK-JONES-MKAPS78002E4565BA4","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","L","Short Sleeves","NA","1855738-navy Blazer","T-Shirts","NA","NA",
"https://paytmmall.com/jack-jones-men-s-casual-jeans-CMPLXAPPJACK-JONES-MKAPS78002998C9155-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C35%7C","Jack & Jones Men's Casual Jeans","Rs 2499","Buy for Rs 1499","NA","Kapsons Agencies P. Ltd.","NA","JI TIM AR 871 IN","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002998C9155/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002998C9155/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002998C9155/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002998C9155/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","Jeans","NA","NA","NA","NA","Jack & Jones","NA","NA","Blue","NA","NA","5 - 8 days","NA","NA","Men","Cotton","NA","Casual","Plain","APPJACK-JONES-MKAPS78002998C9155","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","34","NA","NA","1856714-Dark Blue Denim","NA","NA","Machine Wash",
"https://paytmmall.com/jack-jones-men-s-black-tshirt-CMPLXAPPJACK-JONES-MKAPS780021610A10D-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C36%7C","Jack & Jones Men's Black TShirt","Rs 1099","Buy for Rs 549","NA","Kapsons Retail Pvt Ltd","NA","JJOR NBA TIMBER TEE SS CREW NECK IN","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490D537BA3A/0x1920/70/1.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490D537BA3A/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490D537BA3A/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490D537BA3A/0x1920/70/3.jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","5713617864990","Ean Code","Jack & Jones","Round Neck","NA","Black","NA","NA","5 - 8 days","NA","NA","Men","Cotton","NA","Casual","Printed","APPJACK-JONES-MKAPS578490D537BA3A","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","XL","Short Sleeves","NA","1863901-Black","T-Shirts","NA","NA",
"https://paytmmall.com/jack-jones-men-s-casual-t-shirt-CMPLXAPPJACK-JONES-MKAPS780027D73554F-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C37%7C","Jack & Jones Men's Casual T-shirt","Rs 899","Buy for Rs 539","NA","Kapsons Fashion Pvt Ltd - Ludhiana","Use promocode FASH30 to get 30% cashback* (Max cashback Rs.4000). COD option will not be available on applying this promocode.","Jjornew Raffa Tee Ss Crew Neck In","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS61547266F3351C/0x1920/70/1.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS61547266F3351C/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS61547266F3351C/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS61547266F3351C/0x1920/70/3.jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","Crew Neck","NA","Maroon","NA","NA","4 - 7 days","NA","Slim","Men","Cotton","NA","Casual","Printed","APPJACK-JONES-MKAPS61547266F3351C","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","XL","Short Sleeves","NA","1855749-rosewood","T-Shirts","NA","NA",
"https://paytmmall.com/jack-jones-men-s-casual-jeans-CMPLXAPPJACK-JONES-MKAPS78002825CDCC8-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C38%7C","Jack & Jones Men's Casual Jeans","Rs 3999","Buy for Rs 2399","NA","Kapsons Retail Pvt Ltd","NA","JI BEN RY 136634 IN","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490825CDCC8/0x1920/70/1.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490825CDCC8/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490825CDCC8/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490825CDCC8/0x1920/70/3.jpg","NA","Men's Fashion","Clothing","Jeans","NA","NA","NA","NA","Jack & Jones","NA","Jeans Intellegence","Grey","NA","5713610786435","5 - 8 days","NA","Skinny","Men","Cotton","NA","Casual","Solid","APPJACK-JONES-MKAPS578490825CDCC8","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","Low Rise","1","28","NA","NA","1855395-Grey Denim","NA","NA","Machine Wash",
"https://paytmmall.com/jack-jones-men-s-pants-CMPLXAPPJACK-JONES-MKAPS7800215A3AC22-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C39%7C","Jack & Jones Men's Pants","Rs 2499","Buy for Rs 1249","NA","Kapsons Retail Pvt Ltd","NA","JJGLEN IRWIN PANTS IN","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS5784908997068B/0x1920/70/1.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS5784908997068B/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS5784908997068B/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS5784908997068B/0x1920/70/3.jpg","NA","Men's Fashion","Clothing","Casual Trouser","NA","NA","NA","NA","Jack & Jones","NA","NA","Black","NA","NA","5 - 8 days","NA","NA","Men","Cotton","NA","Casual","NA","APPJACK-JONES-MKAPS5784908997068B","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","38","NA","NA","1855077-Black","NA","NA","NA",
"https://paytmmall.com/jack-jones-men-s-printed-tshirt-CMPLXAPPJACK-JONES-MKAPS5784905425C10D-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C40%7C","Jack & Jones Men's Printed Tshirt","Rs 799","Buy for Rs 559","NA","Kapsons Retail Pvt Ltd","NA","JJORFRANCISCO TEE SS C","NA","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS5784905425C10D/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS5784905425C10D/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS5784905425C10D/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS5784905425C10D/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","NA","NA","Blue","NA","5713617906546","5 - 8 days","NA","NA","Men","Cotton","NA","NA","Printed","APPJACK-JONES-MKAPS5784905425C10D","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","L","Sleeveless","NA","NA","T-Shirts","NA","Machine Wash",
"https://paytmmall.com/jack-jones-blue-slim-fit-pants-CMPLXAPPJACK-JONES-BKAPS78002EBCE1764-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C41%7C","Jack & Jones Blue Slim Fit Pants","Rs 3495","Buy for Rs 1747","NA","Kapsons Agencies P. Ltd.","Use promocode FASH25 to get 25% cashback* (Max cashback Rs.4000). COD option will not be available on applying this promocode.","Jj Linen Pants In","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-BKAPS78002EBCE1764/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-BKAPS78002EBCE1764/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-BKAPS78002EBCE1764/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-BKAPS78002EBCE1764/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","Casual Trouser","NA","NA","NA","NA","Jack & Jones","NA","NA","Blue","NA","NA","5 - 8 days","NA","Slim","Men","Linen","NA","Casual","Solid","APPJACK-JONES-BKAPS78002EBCE1764","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","36","NA","NA","NA","NA","NA","Machine Wash;Machine Wash",
"https://paytmmall.com/jack-jones-men-s-casual-t-shirts-CMPLXAPPJACK-JONES-MKAPS78002190558E7-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C42%7C","Jack & Jones Men's Casual T-shirts","Rs 1295","Buy for Rs 647","NA","Kapsons Agencies P. Ltd.","NA","Jprmarty Tee Ss Crew Neck In","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780021D58FDA6/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780021D58FDA6/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780021D58FDA6/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780021D58FDA6/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","Round Neck","NA","Orange","NA","NA","5 - 8 days","NA","NA","Men","Cotton","NA","NA","NA","APPJACK-JONES-MKAPS780021D58FDA6","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","M","Short Sleeves","NA","NA","T-Shirts","NA","Machine Wash;Hand Wash",
"https://paytmmall.com/jack-jones-men-s-casual-t-shirts-CMPLXAPPJACK-JONES-MKAPS78002D2D86E69-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C43%7C","Jack & Jones Men's Casual T-shirts","Rs 1299","Buy for Rs 779","NA","Kapsons Agencies P. Ltd.","NA","Jjor Kirgi Polo S/s In","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002D2D86E69/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002D2D86E69/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002D2D86E69/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS78002D2D86E69/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","Polo","NA","Yellow","NA","5713611078294","5 - 8 days","NA","Slim","Men","Cotton","NA","Casual","Solid","APPJACK-JONES-MKAPS78002D2D86E69","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","XXL","Short Sleeves","NA","1855775-solar Power","T-Shirts","NA","Hand Wash",
"https://paytmmall.com/jack-jones-men-s-casual-t-shirts-CMPLXAPPJACK-JONES-MKAPS780029BFCCB70-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C44%7C","Jack & Jones Men's Casual T-shirts","Rs 899","Buy for Rs 539","NA","Kapsons Agencies P. Ltd.","NA","Jjor John Tee S/s Crew","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780029BFCCB70/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780029BFCCB70/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780029BFCCB70/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS780029BFCCB70/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","Round Neck","NA","Blue","NA","5713611151355","5 - 8 days","NA","Slim","Men","Cotton","NA","Casual","Printed","APPJACK-JONES-MKAPS780029BFCCB70","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","L","Short Sleeves","NA","1856706-blue Danube","T-Shirts","NA","Hand Wash",
"https://paytmmall.com/jack-jones-men-s-casual-canvas-sneaker-CMPLXFOOJACK-JONES-MKAPS780029F03BB19-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C45%7C","Jack & Jones Men's Sneaker Shoes","Rs 2199","Buy for Rs 879","NA","Kapsons Retail Pvt Ltd","MALL50F: Get Flat Rs.50 Cashback on Apparel,Accessories & Footwear Products. Valid only for first time Paytm Mall Users","NA","Use promocode - MALL50FMALL50F: Get Flat Rs.50 Cashback on Apparel,Accessories & Footwear Products. Valid only for first time Paytm Mall Users*Terms & Conditions","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/F/FO/FOOJACK-JONES-MKAPS57849082438C1/0x1920/70/1.jpg","https://assetscdn1.paytm.com/images/catalog/product/F/FO/FOOJACK-JONES-MKAPS57849082438C1/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/F/FO/FOOJACK-JONES-MKAPS57849082438C1/0x1920/70/2.jpg","https://assetscdn1.paytm.com/images/catalog/product/F/FO/FOOJACK-JONES-MKAPS57849082438C1/0x1920/70/3.jpg","NA","Men's Fashion","Footwear","Sneakers Shoes","NA","NA","NA","NA","Jack & Jones","NA","NA","Grey","NA","NA","5 - 8 days","Lace Up","NA","NA","NA","NA","NA","Solid","FOOJACK-JONES-MKAPS57849082438C1","Seller will accept returns within 15 days from date of delivery of the item","NA","NA","EU 42","NA","Rubber","NA","NA","Canvas","NA",
"https://paytmmall.com/jack-jones-blue-slim-fit-shirts-CMPLXAPPJACK-JONES-BKAPS780026D9476DB-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C46%7C","Jack & Jones Blue Slim Fit Shirts","Rs 1995","Buy for Rs 997","NA","Kapsons Agencies P. Ltd.","Use promocode FASH25 to get 25% cashback* (Max cashback Rs.4000). COD option will not be available on applying this promocode.","Jjor Great Shirt S/s In","Check The Size Chart Below To Ensure You Get The Best Fit For You.","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-BKAPS780026D9476DB/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-BKAPS780026D9476DB/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-BKAPS780026D9476DB/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-BKAPS780026D9476DB/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","Casual shirts","NA","NA","NA","NA","Jack & Jones","Classic Collar","NA","Blue","NA","NA","5 - 8 days","NA","Slim","Men","Pure Cotton","NA","Casual","Solid","APPJACK-JONES-BKAPS780026D9476DB","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","1","L","Half Sleeves","NA","NA","NA","NA","Machine Wash;Machine Wash",
"https://paytmmall.com/jack-jones-men-s-striped-tshirt-CMPLXAPPJACK-JONES-MKAPS578490488D1156-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C47%7C","Jack & Jones Men's Striped TShirt","Rs 1099","Buy for Rs 659","NA","Kapsons Retail Pvt Ltd","NA","JJOROZI TEE SS CREW NECK IN","NA","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490488D1156/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490488D1156/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490488D1156/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490488D1156/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","Round Neck","NA","Multi","5713610939473","NA","5 - 8 days","NA","NA","Men","Cotton","NA","Casual","NA","APPJACK-JONES-MKAPS578490488D1156","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","NA","XL","Short Sleeves","NA","1855752-Cloud Dancer","T-Shirts","NA","Machine Wash",
"https://paytmmall.com/jack-jones-men-s-printed-t-shirt-CMPLXAPPJACK-JONES-MKAPS578490D4E18DE6-pdp?src=grid&tracker=curated%7C%7Cjack%20%7CCategory%20Grid%7C%2Fg%2Fjack-and-jones%7C114238%7C48%7C","Jack & Jones Men's Printed T-shirt","Rs 1099","Buy for Rs 659","NA","Kapsons Retail Pvt Ltd","Use promocode FASH40 to get 40% cashback* (Max cashback Rs.4000). COD option will not be available on applying this promocode.","JJORBRUSHY TEE SS CREW NECK","Use promocode - FASH40Use promocode FASH40 to get 40% cashback* (Max cashback Rs.4000). COD option will not be available on applying this promocode.*Terms & Conditions","NA","NA","NA","NA","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490D4E18DE6/0x1920/70/1..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490D4E18DE6/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490D4E18DE6/0x1920/70/2..jpg","https://assetscdn1.paytm.com/images/catalog/product/A/AP/APPJACK-JONES-MKAPS578490D4E18DE6/0x1920/70/3..jpg","NA","Men's Fashion","Clothing","T-Shirts","NA","NA","NA","NA","Jack & Jones","NA","NA","Blue","NA","5713610921270","5 - 8 days","NA","NA","Men","Cotton","NA","Casual","Printed","APPJACK-JONES-MKAPS578490D4E18DE6","Seller will accept returns or replace the product within 15 days from the date of delivery of the item","NA","NA","L","NA","NA","1855745-Total Eclipse","T-Shirts","NA","Machine Wash",
